UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
230000,108722,20,8,-91,-13.2,6,-96,-16.2,1,-111,-19.2,-2,12409,555008,555007,555009,2020-10-15 20:28:51.863618,Good Signal
280000,121000,25,10,-45,-3.1,24,-50,-6.1,19,-65,-9.1,16,12409,555008,555007,555009,2020-10-15 20:28:51.873618,Excellent Signal
280000,123000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12409,555008,555007,555009,2020-10-15 20:28:51.893618,Excellent Signal
280000,122000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12409,555008,555007,555009,2020-10-15 20:28:51.963618,Excellent Signal
300000,125000,25,10,-47,-3.3,24,-52,-6.3,19,-67,-9.3,16,12409,555008,555007,555009,2020-10-15 20:28:51.983618,Excellent Signal
280000,122000,25,10,-57,-4.3,23,-62,-7.3,18,-77,-10.3,15,12409,555008,555007,555009,2020-10-15 20:28:51.993618,Excellent Signal
300000,123000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12409,555008,555007,555009,2020-10-15 20:28:52.003618,Excellent Signal
280000,121000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12409,555008,555007,555009,2020-10-15 20:28:52.053618,Excellent Signal
280000,122000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12409,555008,555007,555009,2020-10-15 20:28:52.123618,Excellent Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12409,555008,555007,555009,2020-10-15 20:28:52.133618,Excellent Signal
280000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12409,555008,555007,555009,2020-10-15 20:28:52.143618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12409,555008,555007,555009,2020-10-15 20:28:52.153618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12409,555008,555007,555009,2020-10-15 20:28:52.193618,Excellent Signal
280000,123000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12409,555008,555007,555009,2020-10-15 20:28:52.243618,Excellent Signal
280000,123000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12409,555008,555007,555009,2020-10-15 20:28:52.323618,Excellent Signal
110000,108722,20,7,-89,-13.1,7,-94,-16.1,2,-109,-19.1,-1,12409,555008,555007,555009,2020-10-15 20:28:52.353618,Good Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12409,555008,555007,555009,2020-10-15 20:28:52.403618,Excellent Signal
280000,121000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12409,555008,555007,555009,2020-10-15 20:28:52.443618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12409,555008,555007,555009,2020-10-15 20:28:52.473618,Excellent Signal
230000,108722,20,10,-89,-13.1,7,-94,-16.1,2,-109,-19.1,-1,12409,555008,555007,555009,2020-10-15 20:28:52.493618,Good Signal
300000,123000,25,10,-48,-3.4,25,-53,-6.4,20,-68,-9.4,17,12409,555008,555007,555009,2020-10-15 20:28:52.503618,Excellent Signal
280000,123000,25,10,-90,-13.5,3,-95,-16.5,-2,-110,-19.5,-5,12409,555008,555007,555009,2020-10-15 20:28:52.533618,Good Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12409,555008,555007,555009,2020-10-15 20:28:52.593618,Excellent Signal
230000,98722,20,10,-90,-13.2,6,-95,-16.2,1,-110,-19.2,-2,12409,555008,555007,555009,2020-10-15 20:28:52.603618,Good Signal
290000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12409,555008,555007,555009,2020-10-15 20:28:52.703618,Excellent Signal
150000,68722,20,6,-90,-15.9,16,-95,-18.9,11,-110,-21.9,8,12409,555008,555007,555009,2020-10-15 20:28:52.733618,Good Signal
200000,108722,20,6,-89,-13.2,6,-94,-16.2,1,-109,-19.2,-2,12409,555008,555007,555009,2020-10-15 20:28:52.753618,Good Signal
150000,108722,20,5,-89,-13.1,7,-94,-16.1,2,-109,-19.1,-1,12409,555008,555007,555009,2020-10-15 20:28:52.793618,Good Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12409,555008,555007,555009,2020-10-15 20:28:52.823618,Excellent Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12409,555008,555007,555009,2020-10-15 20:28:52.883618,Excellent Signal
280000,121000,25,8,-90,-13.2,6,-95,-16.2,1,-110,-19.2,-2,12409,555008,555007,555009,2020-10-15 20:28:52.893618,Good Signal
270000,123000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12409,555008,555007,555009,2020-10-15 20:28:52.903618,Excellent Signal
300000,123000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12409,555008,555007,555009,2020-10-15 20:28:52.933618,Excellent Signal
