UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
110000,108722,20,2,-90,-12.7,14,-95,-15.7,9,-110,-18.7,6,12380,555005,555004,555006,2020-11-05 13:44:03.034550
280000,123000,25,10,-90,-13.5,3,-95,-16.5,-2,-110,-19.5,-5,12380,555005,555004,555006,2020-11-05 13:44:03.074550
150000,108722,20,3,-85,-11.7,16,-90,-14.7,11,-105,-17.7,8,12380,555005,555004,555006,2020-11-05 13:44:03.094550
110000,98722,20,3,-84,-11.5,16,-89,-14.5,11,-104,-17.5,8,12380,555005,555004,555006,2020-11-05 13:44:03.124550
290000,123000,25,10,-86,-12.4,14,-91,-15.4,9,-106,-18.4,6,12380,555005,555004,555006,2020-11-05 13:44:03.164550
100000,88722,20,4,-84,-11.5,14,-89,-14.5,9,-104,-17.5,6,12380,555005,555004,555006,2020-11-05 13:44:03.294550
150000,108722,20,3,-84,-11.5,16,-89,-14.5,11,-104,-17.5,8,12380,555005,555004,555006,2020-11-05 13:44:03.364550
280000,123000,25,10,-88,-12.8,10,-93,-15.8,5,-108,-18.8,2,12380,555005,555004,555006,2020-11-05 13:44:03.384550
150000,108722,20,6,-89,-12.5,14,-94,-15.5,9,-109,-18.5,6,12380,555005,555004,555006,2020-11-05 13:44:03.404550
280000,123000,25,10,-80,-12.4,14,-85,-15.4,9,-100,-18.4,6,12380,555005,555004,555006,2020-11-05 13:44:03.474550
280000,123000,25,10,-83,-12.5,13,-88,-15.5,8,-103,-18.5,5,12380,555005,555004,555006,2020-11-05 13:44:03.514550
230000,108722,20,2,-93,-16.5,16,-98,-19.5,11,-113,-22.5,8,12380,555005,555004,555006,2020-11-05 13:44:03.524550
290000,123000,25,10,-84,-12.8,10,-89,-15.8,5,-104,-18.8,2,12380,555005,555004,555006,2020-11-05 13:44:03.554550
