UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
280000,123000,25,10,-87,-12.6,12,-92,-15.6,7,-107,-18.6,4,12377,555005,555004,555006,2020-11-05 13:44:03.034550
280000,123000,25,10,-90,-12.9,9,-95,-15.9,4,-110,-18.9,1,12377,555005,555004,555006,2020-11-05 13:44:03.044550
100000,98722,20,3,-80,-10.7,14,-85,-13.7,9,-100,-16.7,6,12377,555005,555004,555006,2020-11-05 13:44:03.124550
150000,108722,20,2,-88,-12.3,12,-93,-15.3,7,-108,-18.3,4,12377,555005,555004,555006,2020-11-05 13:44:03.164550
280000,122000,25,10,-87,-12.0,18,-92,-15.0,13,-107,-18.0,10,12377,555005,555004,555006,2020-11-05 13:44:03.174550
100000,88722,20,2,-82,-11.1,16,-87,-14.1,11,-102,-17.1,8,12377,555005,555004,555006,2020-11-05 13:44:03.184550
280000,123000,25,10,-81,-12.6,12,-86,-15.6,7,-101,-18.6,4,12377,555005,555004,555006,2020-11-05 13:44:03.224550
280000,122000,25,10,-87,-12.6,12,-92,-15.6,7,-107,-18.6,4,12377,555005,555004,555006,2020-11-05 13:44:03.234550
290000,123000,25,10,-86,-12.5,13,-91,-15.5,8,-106,-18.5,5,12377,555005,555004,555006,2020-11-05 13:44:03.264550
230000,108722,20,8,-82,-11.1,11,-87,-14.1,6,-102,-17.1,3,12377,555005,555004,555006,2020-11-05 13:44:03.314550
290000,121000,25,10,-89,-13.5,3,-94,-16.5,-2,-109,-19.5,-5,12377,555005,555004,555006,2020-11-05 13:44:03.334550
110000,108722,20,2,-89,-12.5,15,-94,-15.5,10,-109,-18.5,7,12377,555005,555004,555006,2020-11-05 13:44:03.344550
280000,123000,25,10,-89,-13.3,5,-94,-16.3,0,-109,-19.3,-3,12377,555005,555004,555006,2020-11-05 13:44:03.364550
280000,121000,25,10,-91,-13.4,4,-96,-16.4,-1,-111,-19.4,-4,12377,555005,555004,555006,2020-11-05 13:44:03.374550
