UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
230000,108722,20,10,-92,-13.6,2,-97,-16.6,-3,-112,-19.6,-6,12393,555006,555005,555007,2020-11-05 13:44:03.094550
100000,98722,20,3,-87,-12.1,16,-92,-15.1,11,-107,-18.1,8,12393,555006,555005,555007,2020-11-05 13:44:03.144550
280000,123000,25,10,-88,-12.7,11,-93,-15.7,6,-108,-18.7,3,12393,555006,555005,555007,2020-11-05 13:44:03.174550
290000,122000,25,10,-90,-13.4,4,-95,-16.4,-1,-110,-19.4,-4,12393,555006,555005,555007,2020-11-05 13:44:03.254550
100000,68722,20,2,-89,-12.5,16,-94,-15.5,11,-109,-18.5,8,12393,555006,555005,555007,2020-11-05 13:44:03.274550
110000,88722,20,4,-85,-11.7,16,-90,-14.7,11,-105,-17.7,8,12393,555006,555005,555007,2020-11-05 13:44:03.294550
110000,108722,20,4,-86,-11.9,14,-91,-14.9,9,-106,-17.9,6,12393,555006,555005,555007,2020-11-05 13:44:03.324550
150000,108722,20,5,-87,-12.1,16,-92,-15.1,11,-107,-18.1,8,12393,555006,555005,555007,2020-11-05 13:44:03.334550
200000,108722,20,4,-89,-15.7,14,-94,-18.7,9,-109,-21.7,6,12393,555006,555005,555007,2020-11-05 13:44:03.374550
200000,108722,20,2,-88,-12.3,11,-93,-15.3,6,-108,-18.3,3,12393,555006,555005,555007,2020-11-05 13:44:03.454550
100000,78722,20,8,-84,-11.5,15,-89,-14.5,10,-104,-17.5,7,12393,555006,555005,555007,2020-11-05 13:44:03.604550
300000,123000,25,10,-81,-12.1,17,-86,-15.1,12,-101,-18.1,9,12393,555006,555005,555007,2020-11-05 13:44:03.644550
100000,98722,20,4,-81,-10.9,14,-86,-13.9,9,-101,-16.9,6,12393,555006,555005,555007,2020-11-05 13:44:03.684550
110000,108722,20,8,-87,-12.1,14,-92,-15.1,9,-107,-18.1,6,12393,555006,555005,555007,2020-11-05 13:44:03.724550
290000,123000,25,10,-83,-12.5,13,-88,-15.5,8,-103,-18.5,5,12393,555006,555005,555007,2020-11-05 13:44:03.774550
110000,108722,20,3,-89,-15.7,16,-94,-18.7,11,-109,-21.7,8,12393,555006,555005,555007,2020-11-05 13:44:03.784550
100000,88722,20,2,-89,-12.5,14,-94,-15.5,9,-109,-18.5,6,12393,555006,555005,555007,2020-11-05 13:44:03.804550
280000,123000,25,10,-81,-12.0,18,-86,-15.0,13,-101,-18.0,10,12393,555006,555005,555007,2020-11-05 13:44:03.824550
230000,88722,20,6,-90,-12.7,16,-95,-15.7,11,-110,-18.7,8,12393,555006,555005,555007,2020-11-05 13:44:03.834550
280000,123000,25,8,-85,-12.2,16,-90,-15.2,11,-105,-18.2,8,12393,555006,555005,555007,2020-11-05 13:44:03.874550
280000,123000,25,10,-89,-13.2,6,-94,-16.2,1,-109,-19.2,-2,12393,555006,555005,555007,2020-11-05 13:44:03.894550
150000,108722,20,7,-84,-11.5,15,-89,-14.5,10,-104,-17.5,7,12393,555006,555005,555007,2020-11-05 13:44:04.024550
300000,123000,25,10,-86,-12.8,10,-91,-15.8,5,-106,-18.8,2,12393,555006,555005,555007,2020-11-05 13:44:04.044550
110000,98722,20,2,-87,-12.1,14,-92,-15.1,9,-107,-18.1,6,12393,555006,555005,555007,2020-11-05 13:44:04.084550
280000,123000,25,10,-80,-12.4,14,-85,-15.4,9,-100,-18.4,6,12393,555006,555005,555007,2020-11-05 13:44:04.164550
280000,121000,25,10,-89,-13.1,7,-94,-16.1,2,-109,-19.1,-1,12393,555006,555005,555007,2020-11-05 13:44:04.184550
150000,78722,20,2,-82,-11.1,14,-87,-14.1,9,-102,-17.1,6,12393,555006,555005,555007,2020-11-05 13:44:04.234550
230000,108722,20,2,-94,-11.3,11,-99,-14.3,6,-114,-17.3,3,12393,555006,555005,555007,2020-11-05 13:44:04.244550
100000,68722,20,3,-90,-12.7,16,-95,-15.7,11,-110,-18.7,8,12393,555006,555005,555007,2020-11-05 13:44:04.284550
100000,108722,20,6,-83,-11.3,11,-88,-14.3,6,-103,-17.3,3,12393,555006,555005,555007,2020-11-05 13:44:04.334550
150000,108722,20,5,-89,-12.5,12,-94,-15.5,7,-109,-18.5,4,12393,555006,555005,555007,2020-11-05 13:44:04.354550
280000,123000,25,10,-81,-12.5,13,-86,-15.5,8,-101,-18.5,5,12393,555006,555005,555007,2020-11-05 13:44:04.364550
150000,108722,20,4,-87,-12.1,11,-92,-15.1,6,-107,-18.1,3,12393,555006,555005,555007,2020-11-05 13:44:04.434550
150000,78722,20,5,-81,-10.9,15,-86,-13.9,10,-101,-16.9,7,12393,555006,555005,555007,2020-11-05 13:44:04.454550
150000,108722,20,2,-86,-11.9,14,-91,-14.9,9,-106,-17.9,6,12393,555006,555005,555007,2020-11-05 13:44:04.464550
110000,108722,20,2,-87,-12.1,14,-92,-15.1,9,-107,-18.1,6,12393,555006,555005,555007,2020-11-05 13:44:04.474550
280000,123000,25,8,-87,-12.4,14,-92,-15.4,9,-107,-18.4,6,12393,555006,555005,555007,2020-11-05 13:44:04.484550
280000,123000,25,10,-82,-12.3,15,-87,-15.3,10,-102,-18.3,7,12393,555006,555005,555007,2020-11-05 13:44:04.504550
110000,108722,20,3,-83,-11.3,11,-88,-14.3,6,-103,-17.3,3,12393,555006,555005,555007,2020-11-05 13:44:04.514550
280000,123000,25,10,-83,-12.7,11,-88,-15.7,6,-103,-18.7,3,12393,555006,555005,555007,2020-11-05 13:44:04.564550
280000,123000,25,10,-87,-12.8,10,-92,-15.8,5,-107,-18.8,2,12393,555006,555005,555007,2020-11-05 13:44:04.594550
150000,98722,20,2,-85,-11.7,16,-90,-14.7,11,-105,-17.7,8,12393,555006,555005,555007,2020-11-05 13:44:04.644550
290000,123000,25,10,-90,-13.3,5,-95,-16.3,0,-110,-19.3,-3,12393,555006,555005,555007,2020-11-05 13:44:04.654550
100000,108722,20,3,-82,-11.1,11,-87,-14.1,6,-102,-17.1,3,12393,555006,555005,555007,2020-11-05 13:44:04.664550
290000,123000,25,10,-88,-12.0,18,-93,-15.0,13,-108,-18.0,10,12393,555006,555005,555007,2020-11-05 13:44:04.694550
280000,123000,25,10,-90,-13.8,0,-95,-16.8,-5,-110,-19.8,-8,12393,555006,555005,555007,2020-11-05 13:44:04.724550
290000,123000,25,10,-90,-13.4,4,-95,-16.4,-1,-110,-19.4,-4,12393,555006,555005,555007,2020-11-05 13:44:04.754550
280000,123000,25,10,-88,-12.6,12,-93,-15.6,7,-108,-18.6,4,12393,555006,555005,555007,2020-11-05 13:44:04.814550
300000,121000,25,10,-90,-13.7,1,-95,-16.7,-4,-110,-19.7,-7,12393,555006,555005,555007,2020-11-05 13:44:04.834550
100000,98722,20,5,-84,-11.5,14,-89,-14.5,9,-104,-17.5,6,12393,555006,555005,555007,2020-11-05 13:44:04.864550
230000,108722,20,5,-81,-10.9,12,-86,-13.9,7,-101,-16.9,4,12393,555006,555005,555007,2020-11-05 13:44:04.874550
230000,108722,20,4,-96,-12.5,8,-101,-15.5,3,-116,-18.5,0,12393,555006,555005,555007,2020-11-05 13:44:04.884550
280000,122000,25,10,-82,-12.1,17,-87,-15.1,12,-102,-18.1,9,12393,555006,555005,555007,2020-11-05 13:44:04.934550
280000,123000,25,10,-88,-12.5,13,-93,-15.5,8,-108,-18.5,5,12393,555006,555005,555007,2020-11-05 13:44:04.944550
110000,108722,20,2,-87,-12.1,15,-92,-15.1,10,-107,-18.1,7,12393,555006,555005,555007,2020-11-05 13:44:04.994550
280000,121000,25,10,-94,-13.4,4,-99,-16.4,-1,-114,-19.4,-4,12393,555006,555005,555007,2020-11-05 13:44:05.104550
110000,108722,20,2,-90,-12.7,14,-95,-15.7,9,-110,-18.7,6,12393,555006,555005,555007,2020-11-05 13:44:05.124550
100000,98722,20,4,-83,-11.3,15,-88,-14.3,10,-103,-17.3,7,12393,555006,555005,555007,2020-11-05 13:44:05.134550
150000,108722,20,4,-89,-12.5,14,-94,-15.5,9,-109,-18.5,6,12393,555006,555005,555007,2020-11-05 13:44:05.164550
290000,123000,25,10,-82,-12.7,11,-87,-15.7,6,-102,-18.7,3,12393,555006,555005,555007,2020-11-05 13:44:05.174550
110000,108722,20,2,-85,-11.7,12,-90,-14.7,7,-105,-17.7,4,12393,555006,555005,555007,2020-11-05 13:44:05.264550
280000,123000,25,10,-87,-12.6,12,-92,-15.6,7,-107,-18.6,4,12393,555006,555005,555007,2020-11-05 13:44:05.344550
230000,108722,20,6,-87,-12.1,12,-92,-15.1,7,-107,-18.1,4,12393,555006,555005,555007,2020-11-05 13:44:05.374550
280000,123000,25,10,-80,-12.7,11,-85,-15.7,6,-100,-18.7,3,12393,555006,555005,555007,2020-11-05 13:44:05.384550
280000,122000,25,10,-90,-13.0,8,-95,-16.0,3,-110,-19.0,0,12393,555006,555005,555007,2020-11-05 13:44:05.404550
280000,123000,25,10,-90,-13.6,2,-95,-16.6,-3,-110,-19.6,-6,12393,555006,555005,555007,2020-11-05 13:44:05.414550
150000,108722,20,2,-90,-12.7,16,-95,-15.7,11,-110,-18.7,8,12393,555006,555005,555007,2020-11-05 13:44:05.424550
