UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
110000,108722,20,6,-98,-17.5,14,-103,-20.5,9,-118,-23.5,6,12432,555010,555009,555011,2020-11-05 13:44:03.034550
150000,78722,20,6,-87,-12.1,16,-92,-15.1,11,-107,-18.1,8,12432,555010,555009,555011,2020-11-05 13:44:03.124550
200000,108722,20,8,-95,-12.3,12,-100,-15.3,7,-115,-18.3,4,12432,555010,555009,555011,2020-11-05 13:44:03.134550
150000,108722,20,6,-95,-16.9,14,-100,-19.9,9,-115,-22.9,6,12432,555010,555009,555011,2020-11-05 13:44:03.164550
150000,108722,20,6,-93,-16.5,11,-98,-19.5,6,-113,-22.5,3,12432,555010,555009,555011,2020-11-05 13:44:03.174550
110000,98722,20,4,-91,-13.3,5,-96,-16.3,0,-111,-19.3,-3,12432,555010,555009,555011,2020-11-05 13:44:03.214550
110000,108722,20,4,-98,-11.9,8,-103,-14.9,3,-118,-17.9,0,12432,555010,555009,555011,2020-11-05 13:44:03.234550
110000,108722,20,7,-88,-12.3,11,-93,-15.3,6,-108,-18.3,3,12432,555010,555009,555011,2020-11-05 13:44:03.244550
110000,108722,20,3,-94,-16.7,11,-99,-19.7,6,-114,-22.7,3,12432,555010,555009,555011,2020-11-05 13:44:03.254550
110000,78722,20,5,-91,-16.1,11,-96,-19.1,6,-111,-22.1,3,12432,555010,555009,555011,2020-11-05 13:44:03.264550
10000,6722,15,7,-113,-18.3,2,-118,-21.3,-3,-133,-24.3,-6,12432,555010,555009,555011,2020-11-05 13:44:03.314550
100000,58722,20,2,-97,-12.5,3,-102,-15.5,-2,-117,-18.5,-5,12432,555010,555009,555011,2020-11-05 13:44:03.324550
150000,108722,20,4,-94,-16.7,11,-99,-19.7,6,-114,-22.7,3,12432,555010,555009,555011,2020-11-05 13:44:03.334550
150000,88722,20,2,-85,-11.7,11,-90,-14.7,6,-105,-17.7,3,12432,555010,555009,555011,2020-11-05 13:44:03.354550
100000,6722,18,7,-114,-18.5,4,-119,-21.5,-1,-134,-24.5,-4,12432,555010,555009,555011,2020-11-05 13:44:03.384550
110000,108722,20,5,-93,-16.5,11,-98,-19.5,6,-113,-22.5,3,12432,555010,555009,555011,2020-11-05 13:44:03.394550
100000,48722,18,6,-118,-18.9,6,-123,-21.9,1,-138,-24.9,-2,12432,555010,555009,555011,2020-11-05 13:44:03.404550
200000,108722,20,6,-91,-13.3,5,-96,-16.3,0,-111,-19.3,-3,12432,555010,555009,555011,2020-11-05 13:44:03.464550
150000,108722,20,6,-89,-12.5,12,-94,-15.5,7,-109,-18.5,4,12432,555010,555009,555011,2020-11-05 13:44:03.514550
100000,108722,20,6,-90,-12.7,11,-95,-15.7,6,-110,-18.7,3,12432,555010,555009,555011,2020-11-05 13:44:03.534550
150000,98722,20,6,-83,-11.3,11,-88,-14.3,6,-103,-17.3,3,12432,555010,555009,555011,2020-11-05 13:44:03.544550
110000,88722,20,4,-98,-17.5,15,-103,-20.5,10,-118,-23.5,7,12432,555010,555009,555011,2020-11-05 13:44:03.554550
100000,6722,18,7,-112,-19.1,4,-117,-22.1,-1,-132,-25.1,-4,12432,555010,555009,555011,2020-11-05 13:44:03.584550
10000,38722,18,7,-118,-17.7,3,-123,-20.7,-2,-138,-23.7,-5,12432,555010,555009,555011,2020-11-05 13:44:03.614550
100000,38722,20,5,-96,-10.9,7,-101,-13.9,2,-116,-16.9,-1,12432,555010,555009,555011,2020-11-05 13:44:03.634550
150000,108722,20,4,-91,-13.3,5,-96,-16.3,0,-111,-19.3,-3,12432,555010,555009,555011,2020-11-05 13:44:03.654550
110000,68722,20,6,-81,-10.9,12,-86,-13.9,7,-101,-16.9,4,12432,555010,555009,555011,2020-11-05 13:44:03.664550
100000,108722,20,2,-97,-17.3,16,-102,-20.3,11,-117,-23.3,8,12432,555010,555009,555011,2020-11-05 13:44:03.694550
