UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
290000,123000,25,10,-90,-13.7,1,-95,-16.7,-4,-110,-19.7,-7,12388,555006,555005,555007,2020-11-05 13:44:03.034550
150000,108722,20,2,-82,-11.1,16,-87,-14.1,11,-102,-17.1,8,12388,555006,555005,555007,2020-11-05 13:44:03.064550
280000,123000,25,10,-83,-12.5,13,-88,-15.5,8,-103,-18.5,5,12388,555006,555005,555007,2020-11-05 13:44:03.074550
200000,98722,20,2,-82,-11.1,15,-87,-14.1,10,-102,-17.1,7,12388,555006,555005,555007,2020-11-05 13:44:03.094550
100000,88722,20,3,-83,-11.3,15,-88,-14.3,10,-103,-17.3,7,12388,555006,555005,555007,2020-11-05 13:44:03.114550
100000,68722,20,6,-82,-11.1,14,-87,-14.1,9,-102,-17.1,6,12388,555006,555005,555007,2020-11-05 13:44:03.144550
280000,123000,25,10,-89,-13.3,5,-94,-16.3,0,-109,-19.3,-3,12388,555006,555005,555007,2020-11-05 13:44:03.204550
100000,98722,20,3,-86,-11.9,16,-91,-14.9,11,-106,-17.9,8,12388,555006,555005,555007,2020-11-05 13:44:03.234550
150000,108722,20,2,-83,-11.3,15,-88,-14.3,10,-103,-17.3,7,12388,555006,555005,555007,2020-11-05 13:44:03.304550
280000,122000,25,10,-87,-12.6,12,-92,-15.6,7,-107,-18.6,4,12388,555006,555005,555007,2020-11-05 13:44:03.314550
200000,108722,20,3,-82,-11.1,11,-87,-14.1,6,-102,-17.1,3,12388,555006,555005,555007,2020-11-05 13:44:03.364550
230000,108722,20,2,-97,-10.7,8,-102,-13.7,3,-117,-16.7,0,12388,555006,555005,555007,2020-11-05 13:44:03.374550
230000,108722,20,4,-91,-10.7,9,-96,-13.7,4,-111,-16.7,1,12388,555006,555005,555007,2020-11-05 13:44:03.384550
100000,108722,20,8,-80,-10.7,14,-85,-13.7,9,-100,-16.7,6,12388,555006,555005,555007,2020-11-05 13:44:03.424550
110000,68722,20,4,-83,-11.3,15,-88,-14.3,10,-103,-17.3,7,12388,555006,555005,555007,2020-11-05 13:44:03.434550
280000,123000,25,10,-89,-13.7,1,-94,-16.7,-4,-109,-19.7,-7,12388,555006,555005,555007,2020-11-05 13:44:03.444550
280000,123000,25,10,-87,-12.8,10,-92,-15.8,5,-107,-18.8,2,12388,555006,555005,555007,2020-11-05 13:44:03.504550
150000,108722,20,2,-89,-12.5,14,-94,-15.5,9,-109,-18.5,6,12388,555006,555005,555007,2020-11-05 13:44:03.514550
110000,108722,20,2,-83,-11.3,11,-88,-14.3,6,-103,-17.3,3,12388,555006,555005,555007,2020-11-05 13:44:03.554550
280000,121000,25,10,-91,-13.2,6,-96,-16.2,1,-111,-19.2,-2,12388,555006,555005,555007,2020-11-05 13:44:03.594550
290000,123000,25,10,-84,-12.5,13,-89,-15.5,8,-104,-18.5,5,12388,555006,555005,555007,2020-11-05 13:44:03.654550
280000,123000,25,8,-81,-12.2,16,-86,-15.2,11,-101,-18.2,8,12388,555006,555005,555007,2020-11-05 13:44:03.694550
110000,88722,20,5,-82,-11.1,16,-87,-14.1,11,-102,-17.1,8,12388,555006,555005,555007,2020-11-05 13:44:03.734550
230000,108722,20,3,-92,-16.3,14,-97,-19.3,9,-112,-22.3,6,12388,555006,555005,555007,2020-11-05 13:44:03.774550
280000,122000,25,10,-90,-13.8,0,-95,-16.8,-5,-110,-19.8,-8,12388,555006,555005,555007,2020-11-05 13:44:03.834550
290000,123000,25,10,-81,-12.3,15,-86,-15.3,10,-101,-18.3,7,12388,555006,555005,555007,2020-11-05 13:44:03.884550
