UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
280000,121000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12394,555006,555005,555007,2020-10-15 20:28:51.823618,Excellent Signal
290000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12394,555006,555005,555007,2020-10-15 20:28:51.913618,Excellent Signal
300000,123000,25,10,-48,-3.4,25,-53,-6.4,20,-68,-9.4,17,12394,555006,555005,555007,2020-10-15 20:28:51.923618,Excellent Signal
270000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12394,555006,555005,555007,2020-10-15 20:28:51.973618,Excellent Signal
290000,123000,25,10,-46,-3.2,25,-51,-6.2,20,-66,-9.2,17,12394,555006,555005,555007,2020-10-15 20:28:52.023618,Excellent Signal
280000,122000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12394,555006,555005,555007,2020-10-15 20:28:52.063618,Excellent Signal
290000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12394,555006,555005,555007,2020-10-15 20:28:52.073618,Excellent Signal
280000,121000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12394,555006,555005,555007,2020-10-15 20:28:52.133618,Excellent Signal
280000,123000,25,10,-89,-13.1,7,-94,-16.1,2,-109,-19.1,-1,12394,555006,555005,555007,2020-10-15 20:28:52.193618,Good Signal
280000,123000,25,10,-90,-13.1,7,-95,-16.1,2,-110,-19.1,-1,12394,555006,555005,555007,2020-10-15 20:28:52.233618,Good Signal
290000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12394,555006,555005,555007,2020-10-15 20:28:52.263618,Excellent Signal
110000,108722,20,7,-90,-13.5,3,-95,-16.5,-2,-110,-19.5,-5,12394,555006,555005,555007,2020-10-15 20:28:52.363618,Good Signal
280000,123000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12394,555006,555005,555007,2020-10-15 20:28:52.453618,Excellent Signal
280000,123000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12394,555006,555005,555007,2020-10-15 20:28:52.463618,Excellent Signal
280000,122000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12394,555006,555005,555007,2020-10-15 20:28:52.533618,Excellent Signal
280000,121000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12394,555006,555005,555007,2020-10-15 20:28:52.603618,Excellent Signal
5000,2,14,6,-120,-24.3,-12,-125,-27.3,-17,-140,-30.3,-20,12394,555006,555005,555007,2020-10-15 20:28:52.623618,Poor Signal
270000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12394,555006,555005,555007,2020-10-15 20:28:52.743618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12394,555006,555005,555007,2020-10-15 20:28:52.773618,Excellent Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12394,555006,555005,555007,2020-10-15 20:28:52.793618,Excellent Signal
300000,125000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12394,555006,555005,555007,2020-10-15 20:28:52.863618,Excellent Signal
300000,123000,25,10,-48,-3.4,25,-53,-6.4,20,-68,-9.4,17,12394,555006,555005,555007,2020-10-15 20:28:52.923618,Excellent Signal
280000,122000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12394,555006,555005,555007,2020-10-15 20:28:52.933618,Excellent Signal
280000,122000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12394,555006,555005,555007,2020-10-15 20:28:52.973618,Excellent Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12394,555006,555005,555007,2020-10-15 20:28:53.043618,Excellent Signal
280000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12394,555006,555005,555007,2020-10-15 20:28:53.053618,Excellent Signal
280000,123000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12394,555006,555005,555007,2020-10-15 20:28:53.063618,Excellent Signal
280000,122000,25,10,-45,-3.1,25,-50,-6.1,20,-65,-9.1,17,12394,555006,555005,555007,2020-10-15 20:28:53.083618,Excellent Signal
280000,123000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12394,555006,555005,555007,2020-10-15 20:28:53.283618,Excellent Signal
280000,121000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12394,555006,555005,555007,2020-10-15 20:28:53.303618,Excellent Signal
150000,88722,20,2,-89,-15.7,14,-94,-18.7,9,-109,-21.7,6,12394,555006,555005,555007,2020-10-15 20:28:53.333618,Good Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12394,555006,555005,555007,2020-10-15 20:28:53.343618,Excellent Signal
290000,123000,25,10,-47,-3.3,24,-52,-6.3,19,-67,-9.3,16,12394,555006,555005,555007,2020-10-15 20:28:53.373618,Excellent Signal
150000,68722,20,6,-90,-15.9,16,-95,-18.9,11,-110,-21.9,8,12394,555006,555005,555007,2020-10-15 20:28:53.413618,Good Signal
290000,121000,25,10,-47,-3.3,24,-52,-6.3,19,-67,-9.3,16,12394,555006,555005,555007,2020-10-15 20:28:53.443618,Excellent Signal
280000,123000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12394,555006,555005,555007,2020-10-15 20:28:53.453618,Excellent Signal
280000,121000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12394,555006,555005,555007,2020-10-15 20:28:53.483618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12394,555006,555005,555007,2020-10-15 20:28:53.493618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12394,555006,555005,555007,2020-10-15 20:28:53.533618,Excellent Signal
110000,108722,20,3,-90,-15.9,16,-95,-18.9,11,-110,-21.9,8,12394,555006,555005,555007,2020-10-15 20:28:53.553618,Good Signal
10,3000,9,4,-120,-23.9,-1,-125,-26.9,-4,-140,-29.9,-7,12394,555006,555005,555007,2020-10-15 20:28:53.663618,Poor Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12394,555006,555005,555007,2020-10-15 20:28:53.673618,Excellent Signal
300000,123000,25,10,-47,-3.3,25,-52,-6.3,20,-67,-9.3,17,12394,555006,555005,555007,2020-10-15 20:28:53.713618,Excellent Signal
