UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
290000,123000,25,10,-48,-3.4,25,-53,-6.4,20,-68,-9.4,17,12375,555005,555004,555006,2020-10-15 20:28:51.793618,Excellent Signal
280000,123000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12375,555005,555004,555006,2020-10-15 20:28:51.833618,Excellent Signal
280000,121000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12375,555005,555004,555006,2020-10-15 20:28:51.853618,Excellent Signal
300000,125000,25,10,-47,-3.3,24,-52,-6.3,19,-67,-9.3,16,12375,555005,555004,555006,2020-10-15 20:28:51.883618,Excellent Signal
4000,200,9,3,-123,-21.3,-11,-128,-24.3,-16,-143,-27.3,-19,12375,555005,555004,555006,2020-10-15 20:28:51.913618,Poor Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12375,555005,555004,555006,2020-10-15 20:28:51.943618,Excellent Signal
280000,121000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12375,555005,555004,555006,2020-10-15 20:28:52.093618,Excellent Signal
110000,88722,20,2,-89,-15.7,14,-94,-18.7,9,-109,-21.7,6,12375,555005,555004,555006,2020-10-15 20:28:52.103618,Good Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12375,555005,555004,555006,2020-10-15 20:28:52.133618,Excellent Signal
280000,121000,25,10,-91,-13.1,7,-96,-16.1,2,-111,-19.1,-1,12375,555005,555004,555006,2020-10-15 20:28:52.163618,Good Signal
150000,88722,20,5,-90,-15.9,16,-95,-18.9,11,-110,-21.9,8,12375,555005,555004,555006,2020-10-15 20:28:52.263618,Good Signal
270000,123000,25,10,-44,-3.0,24,-49,-6.0,19,-64,-9.0,16,12375,555005,555004,555006,2020-10-15 20:28:52.273618,Excellent Signal
100000,48722,18,7,-114,-21.1,-2,-119,-24.1,-5,-134,-27.1,-11,12375,555005,555004,555006,2020-10-15 20:28:52.413618,Poor Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12375,555005,555004,555006,2020-10-15 20:28:52.443618,Excellent Signal
5000,200,10,4,-125,-21.3,-10,-130,-24.3,-15,-145,-27.3,-18,12375,555005,555004,555006,2020-10-15 20:28:52.473618,Poor Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12375,555005,555004,555006,2020-10-15 20:28:52.563618,Excellent Signal
280000,121000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12375,555005,555004,555006,2020-10-15 20:28:52.583618,Excellent Signal
300000,125000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12375,555005,555004,555006,2020-10-15 20:28:52.593618,Excellent Signal
300000,123000,25,10,-46,-3.2,24,-51,-6.2,19,-66,-9.2,16,12375,555005,555004,555006,2020-10-15 20:28:52.623618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12375,555005,555004,555006,2020-10-15 20:28:52.723618,Excellent Signal
9000,6722,14,6,-123,-22.9,-18,-128,-25.9,-23,-143,-28.9,-26,12375,555005,555004,555006,2020-10-15 20:28:52.753618,Poor Signal
