UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
280000,123000,25,10,-57,-4.3,23,-62,-7.3,18,-77,-10.3,15,12368,555004,555003,555005,2020-11-05 13:44:03.044550
280000,123000,25,10,-45,-3.1,25,-50,-6.1,20,-65,-9.1,17,12368,555004,555003,555005,2020-11-05 13:44:03.074550
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12368,555004,555003,555005,2020-11-05 13:44:03.084550
280000,122000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12368,555004,555003,555005,2020-11-05 13:44:03.114550
280000,123000,25,10,-57,-4.3,23,-62,-7.3,18,-77,-10.3,15,12368,555004,555003,555005,2020-11-05 13:44:03.164550
280000,123000,25,10,-45,-3.1,25,-50,-6.1,20,-65,-9.1,17,12368,555004,555003,555005,2020-11-05 13:44:03.284550
280000,123000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12368,555004,555003,555005,2020-11-05 13:44:03.314550
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12368,555004,555003,555005,2020-11-05 13:44:03.384550
280000,123000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12368,555004,555003,555005,2020-11-05 13:44:03.424550
280000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12368,555004,555003,555005,2020-11-05 13:44:03.464550
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12368,555004,555003,555005,2020-11-05 13:44:03.494550
270000,123000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12368,555004,555003,555005,2020-11-05 13:44:03.534550
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12368,555004,555003,555005,2020-11-05 13:44:03.544550
280000,123000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12368,555004,555003,555005,2020-11-05 13:44:03.594550
280000,123000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12368,555004,555003,555005,2020-11-05 13:44:03.674550
280000,122000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12368,555004,555003,555005,2020-11-05 13:44:03.704550
