UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
200000,88722,20,2,-82,-11.1,14,-87,-14.1,9,-102,-17.1,6,12387,555006,555005,555007,2020-11-05 13:44:03.044550
150000,108722,20,2,-84,-11.5,16,-89,-14.5,11,-104,-17.5,8,12387,555006,555005,555007,2020-11-05 13:44:03.054550
290000,123000,25,10,-86,-12.0,18,-91,-15.0,13,-106,-18.0,10,12387,555006,555005,555007,2020-11-05 13:44:03.124550
150000,68722,20,3,-81,-10.9,16,-86,-13.9,11,-101,-16.9,8,12387,555006,555005,555007,2020-11-05 13:44:03.134550
280000,123000,25,10,-82,-12.4,14,-87,-15.4,9,-102,-18.4,6,12387,555006,555005,555007,2020-11-05 13:44:03.154550
200000,68722,20,8,-89,-12.5,16,-94,-15.5,11,-109,-18.5,8,12387,555006,555005,555007,2020-11-05 13:44:03.234550
150000,108722,20,4,-89,-12.5,11,-94,-15.5,6,-109,-18.5,3,12387,555006,555005,555007,2020-11-05 13:44:03.264550
290000,122000,25,10,-87,-12.8,10,-92,-15.8,5,-107,-18.8,2,12387,555006,555005,555007,2020-11-05 13:44:03.314550
300000,121000,25,10,-90,-13.7,1,-95,-16.7,-4,-110,-19.7,-7,12387,555006,555005,555007,2020-11-05 13:44:03.324550
290000,123000,25,10,-82,-12.4,14,-87,-15.4,9,-102,-18.4,6,12387,555006,555005,555007,2020-11-05 13:44:03.334550
280000,123000,25,8,-85,-12.6,12,-90,-15.6,7,-105,-18.6,4,12387,555006,555005,555007,2020-11-05 13:44:03.394550
280000,123000,25,10,-86,-12.3,15,-91,-15.3,10,-106,-18.3,7,12387,555006,555005,555007,2020-11-05 13:44:03.474550
150000,108722,20,7,-90,-12.7,16,-95,-15.7,11,-110,-18.7,8,12387,555006,555005,555007,2020-11-05 13:44:03.504550
200000,108722,20,7,-85,-11.7,14,-90,-14.7,9,-105,-17.7,6,12387,555006,555005,555007,2020-11-05 13:44:03.544550
280000,122000,25,10,-81,-12.8,10,-86,-15.8,5,-101,-18.8,2,12387,555006,555005,555007,2020-11-05 13:44:03.554550
100000,108722,20,4,-88,-12.3,12,-93,-15.3,7,-108,-18.3,4,12387,555006,555005,555007,2020-11-05 13:44:03.564550
230000,108722,20,2,-94,-12.5,11,-99,-15.5,6,-114,-18.5,3,12387,555006,555005,555007,2020-11-05 13:44:03.584550
230000,88722,20,5,-87,-12.1,15,-92,-15.1,10,-107,-18.1,7,12387,555006,555005,555007,2020-11-05 13:44:03.624550
230000,98722,20,2,-89,-11.9,8,-94,-14.9,3,-109,-17.9,0,12387,555006,555005,555007,2020-11-05 13:44:03.704550
110000,88722,20,4,-85,-11.7,15,-90,-14.7,10,-105,-17.7,7,12387,555006,555005,555007,2020-11-05 13:44:03.714550
200000,108722,20,4,-86,-11.9,16,-91,-14.9,11,-106,-17.9,8,12387,555006,555005,555007,2020-11-05 13:44:03.734550
110000,78722,20,4,-88,-12.3,16,-93,-15.3,11,-108,-18.3,8,12387,555006,555005,555007,2020-11-05 13:44:03.744550
300000,123000,25,8,-83,-12.6,12,-88,-15.6,7,-103,-18.6,4,12387,555006,555005,555007,2020-11-05 13:44:03.754550
280000,122000,25,10,-88,-12.5,13,-93,-15.5,8,-108,-18.5,5,12387,555006,555005,555007,2020-11-05 13:44:03.924550
110000,108722,20,5,-85,-11.7,14,-90,-14.7,9,-105,-17.7,6,12387,555006,555005,555007,2020-11-05 13:44:03.994550
230000,88722,20,6,-85,-11.7,16,-90,-14.7,11,-105,-17.7,8,12387,555006,555005,555007,2020-11-05 13:44:04.014550
300000,123000,25,10,-87,-12.0,18,-92,-15.0,13,-107,-18.0,10,12387,555006,555005,555007,2020-11-05 13:44:04.114550
230000,78722,20,7,-81,-10.9,16,-86,-13.9,11,-101,-16.9,8,12387,555006,555005,555007,2020-11-05 13:44:04.144550
280000,123000,25,10,-90,-13.6,2,-95,-16.6,-3,-110,-19.6,-6,12387,555006,555005,555007,2020-11-05 13:44:04.154550
280000,123000,25,10,-87,-12.5,13,-92,-15.5,8,-107,-18.5,5,12387,555006,555005,555007,2020-11-05 13:44:04.194550
110000,108722,20,4,-82,-11.1,11,-87,-14.1,6,-102,-17.1,3,12387,555006,555005,555007,2020-11-05 13:44:04.204550
280000,121000,25,10,-91,-13.6,2,-96,-16.6,-3,-111,-19.6,-6,12387,555006,555005,555007,2020-11-05 13:44:04.254550
280000,123000,25,10,-87,-12.0,18,-92,-15.0,13,-107,-18.0,10,12387,555006,555005,555007,2020-11-05 13:44:04.284550
290000,123000,25,10,-85,-12.3,15,-90,-15.3,10,-105,-18.3,7,12387,555006,555005,555007,2020-11-05 13:44:04.334550
100000,108722,20,6,-88,-12.3,16,-93,-15.3,11,-108,-18.3,8,12387,555006,555005,555007,2020-11-05 13:44:04.344550
280000,121000,25,10,-92,-13.3,5,-97,-16.3,0,-112,-19.3,-3,12387,555006,555005,555007,2020-11-05 13:44:04.404550
230000,108722,20,3,-93,-16.5,15,-98,-19.5,10,-113,-22.5,7,12387,555006,555005,555007,2020-11-05 13:44:04.414550
150000,78722,20,4,-88,-12.3,16,-93,-15.3,11,-108,-18.3,8,12387,555006,555005,555007,2020-11-05 13:44:04.494550
290000,121000,25,10,-92,-13.1,7,-97,-16.1,2,-112,-19.1,-1,12387,555006,555005,555007,2020-11-05 13:44:04.534550
