UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
9000,5000,14,6,-121,-21.1,-6,-126,-24.1,-11,-141,-27.1,-14,12444,555011,555010,555012,2020-11-05 13:44:03.184550
1000,500,10,4,-127,-21.9,-9,-132,-24.9,-14,-147,-27.9,-17,12444,555011,555010,555012,2020-11-05 13:44:03.514550
3000,1000,10,3,-127,-22.5,-3,-132,-25.5,-8,-147,-28.5,1,12444,555011,555010,555012,2020-11-05 13:44:03.544550
7000,6000,9,4,-120,-21.3,0,-125,-24.3,-5,-140,-27.3,-8,12444,555011,555010,555012,2020-11-05 13:44:03.724550
9000,6000,16,6,-117,-22.7,2,-122,-25.7,-3,-137,-28.7,-8,12444,555011,555010,555012,2020-11-05 13:44:03.744550
10000,5000,14,6,-121,-21.1,4,-126,-24.1,-1,-141,-27.1,1,12444,555011,555010,555012,2020-11-05 13:44:03.854550
10000,5000,14,6,-122,-22.9,-17,-127,-25.9,-22,-142,-28.9,-25,12444,555011,555010,555012,2020-11-05 13:44:03.914550
9000,6722,14,6,-123,-21.1,-6,-128,-24.1,-11,-143,-27.1,-14,12444,555011,555010,555012,2020-11-05 13:44:03.954550
9000,6000,14,6,-117,-22.9,-15,-122,-25.9,-20,-137,-28.9,-23,12444,555011,555010,555012,2020-11-05 13:44:04.484550
100,200,9,4,-127,-21.9,-2,-132,-24.9,-7,-147,-27.9,-10,12444,555011,555010,555012,2020-11-05 13:44:04.564550
9000,6000,14,6,-117,-22.7,2,-122,-25.7,-1,-137,-28.7,-8,12444,555011,555010,555012,2020-11-05 13:44:04.854550
5000,500,9,3,-121,-21.3,0,-126,-24.3,-5,-141,-27.3,-8,12444,555011,555010,555012,2020-11-05 13:44:04.864550
1000,2000,9,3,-119,-23.1,0,-124,-26.1,-5,-139,-29.1,-5,12444,555011,555010,555012,2020-11-05 13:44:06.044550
7000,5000,10,4,-122,-21.5,-6,-127,-24.5,-11,-142,-27.5,-14,12444,555011,555010,555012,2020-11-05 13:44:06.344550
8000,5000,10,4,-118,-23.3,2,-123,-26.3,1,-138,-29.3,-5,12444,555011,555010,555012,2020-11-05 13:44:06.454550
8000,5000,10,3,-115,-24.3,-19,-120,-27.3,-24,-135,-30.3,-27,12444,555011,555010,555012,2020-11-05 13:44:07.104550
4000,2000,9,4,-128,-22.5,-7,-133,-25.5,-12,-148,-28.5,-15,12444,555011,555010,555012,2020-11-05 13:44:07.374550
3000,3000,10,3,-126,-21.9,-4,-131,-24.9,-5,-146,-27.9,1,12444,555011,555010,555012,2020-11-05 13:44:07.874550
9000,6722,14,6,-115,-20.7,2,-120,-23.7,-3,-135,-26.7,-7,12444,555011,555010,555012,2020-11-05 13:44:08.204550
4000,200,9,3,-122,-21.7,0,-127,-24.7,-5,-142,-27.7,-8,12444,555011,555010,555012,2020-11-05 13:44:08.254550
1000,2,10,4,-125,-24.5,-18,-130,-27.5,-23,-145,-30.5,-26,12444,555011,555010,555012,2020-11-05 13:44:08.464550
7000,6722,10,4,-118,-24.7,1,-123,-27.7,-5,-138,-30.7,-6,12444,555011,555010,555012,2020-11-05 13:44:08.854550
4000,1000,9,3,-121,-23.3,-20,-126,-26.3,-25,-141,-29.3,-28,12444,555011,555010,555012,2020-11-05 13:44:09.114550
