UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
280000,121000,25,10,-93,-13.0,8,-98,-16.0,3,-113,-19.0,0,12397,555007,555006,555008,2020-11-05 13:44:03.064550
280000,122000,25,10,-88,-12.0,18,-93,-15.0,13,-108,-18.0,10,12397,555007,555006,555008,2020-11-05 13:44:03.094550
280000,122000,25,10,-81,-12.4,14,-86,-15.4,9,-101,-18.4,6,12397,555007,555006,555008,2020-11-05 13:44:03.104550
280000,121000,25,10,-93,-13.8,0,-98,-16.8,-5,-113,-19.8,-8,12397,555007,555006,555008,2020-11-05 13:44:03.114550
280000,121000,25,10,-91,-13.7,1,-96,-16.7,-4,-111,-19.7,-7,12397,555007,555006,555008,2020-11-05 13:44:03.124550
280000,122000,25,10,-88,-12.5,13,-93,-15.5,8,-108,-18.5,5,12397,555007,555006,555008,2020-11-05 13:44:03.134550
300000,123000,25,10,-88,-12.8,10,-93,-15.8,5,-108,-18.8,2,12397,555007,555006,555008,2020-11-05 13:44:03.154550
280000,123000,25,10,-86,-12.1,17,-91,-15.1,12,-106,-18.1,9,12397,555007,555006,555008,2020-11-05 13:44:03.194550
200000,108722,20,4,-90,-12.7,14,-95,-15.7,9,-110,-18.7,6,12397,555007,555006,555008,2020-11-05 13:44:03.224550
100000,68722,20,2,-86,-11.9,14,-91,-14.9,9,-106,-17.9,6,12397,555007,555006,555008,2020-11-05 13:44:03.384550
280000,123000,25,10,-83,-12.3,15,-88,-15.3,10,-103,-18.3,7,12397,555007,555006,555008,2020-11-05 13:44:03.404550
300000,123000,25,10,-90,-13.5,3,-95,-16.5,-2,-110,-19.5,-5,12397,555007,555006,555008,2020-11-05 13:44:03.414550
280000,123000,25,8,-81,-12.4,14,-86,-15.4,9,-101,-18.4,6,12397,555007,555006,555008,2020-11-05 13:44:03.454550
110000,88722,20,4,-82,-11.1,14,-87,-14.1,9,-102,-17.1,6,12397,555007,555006,555008,2020-11-05 13:44:03.544550
290000,122000,25,10,-83,-12.1,17,-88,-15.1,12,-103,-18.1,9,12397,555007,555006,555008,2020-11-05 13:44:03.644550
290000,123000,25,10,-83,-12.2,16,-88,-15.2,11,-103,-18.2,8,12397,555007,555006,555008,2020-11-05 13:44:03.664550
150000,108722,20,2,-83,-11.3,15,-88,-14.3,10,-103,-17.3,7,12397,555007,555006,555008,2020-11-05 13:44:03.684550
110000,98722,20,5,-82,-11.1,14,-87,-14.1,9,-102,-17.1,6,12397,555007,555006,555008,2020-11-05 13:44:03.704550
110000,108722,20,5,-88,-12.3,16,-93,-15.3,11,-108,-18.3,8,12397,555007,555006,555008,2020-11-05 13:44:03.744550
100000,108722,20,6,-84,-11.5,14,-89,-14.5,9,-104,-17.5,6,12397,555007,555006,555008,2020-11-05 13:44:03.754550
150000,88722,20,4,-83,-11.3,16,-88,-14.3,11,-103,-17.3,8,12397,555007,555006,555008,2020-11-05 13:44:03.784550
110000,98722,20,4,-88,-12.3,16,-93,-15.3,11,-108,-18.3,8,12397,555007,555006,555008,2020-11-05 13:44:03.814550
150000,78722,20,3,-83,-11.3,14,-88,-14.3,9,-103,-17.3,6,12397,555007,555006,555008,2020-11-05 13:44:03.844550
110000,108722,20,3,-85,-11.7,16,-90,-14.7,11,-105,-17.7,8,12397,555007,555006,555008,2020-11-05 13:44:03.854550
280000,123000,25,10,-89,-13.2,6,-94,-16.2,1,-109,-19.2,-2,12397,555007,555006,555008,2020-11-05 13:44:03.874550
110000,108722,20,8,-84,-11.5,16,-89,-14.5,11,-104,-17.5,8,12397,555007,555006,555008,2020-11-05 13:44:03.894550
110000,108722,20,4,-89,-11.3,11,-94,-14.3,6,-109,-17.3,3,12397,555007,555006,555008,2020-11-05 13:44:03.904550
230000,88722,20,2,-81,-10.9,14,-86,-13.9,9,-101,-16.9,6,12397,555007,555006,555008,2020-11-05 13:44:03.924550
280000,122000,25,10,-81,-12.2,16,-86,-15.2,11,-101,-18.2,8,12397,555007,555006,555008,2020-11-05 13:44:03.934550
230000,108722,20,8,-80,-10.7,11,-85,-13.7,6,-100,-16.7,3,12397,555007,555006,555008,2020-11-05 13:44:03.964550
200000,108722,20,3,-88,-12.3,14,-93,-15.3,9,-108,-18.3,6,12397,555007,555006,555008,2020-11-05 13:44:04.034550
150000,108722,20,6,-83,-11.3,16,-88,-14.3,11,-103,-17.3,8,12397,555007,555006,555008,2020-11-05 13:44:04.054550
280000,122000,25,10,-90,-13.8,0,-95,-16.8,-5,-110,-19.8,-8,12397,555007,555006,555008,2020-11-05 13:44:04.064550
110000,78722,20,3,-85,-11.7,14,-90,-14.7,9,-105,-17.7,6,12397,555007,555006,555008,2020-11-05 13:44:04.074550
280000,122000,25,10,-85,-12.0,18,-90,-15.0,13,-105,-18.0,10,12397,555007,555006,555008,2020-11-05 13:44:04.084550
280000,122000,25,10,-88,-12.0,18,-93,-15.0,13,-108,-18.0,10,12397,555007,555006,555008,2020-11-05 13:44:04.114550
280000,123000,25,10,-84,-12.7,11,-89,-15.7,6,-104,-18.7,3,12397,555007,555006,555008,2020-11-05 13:44:04.124550
150000,108722,20,5,-89,-13.8,0,-94,-16.8,-5,-109,-19.8,-8,12397,555007,555006,555008,2020-11-05 13:44:04.194550
230000,108722,20,10,-92,-13.3,5,-97,-16.3,0,-112,-19.3,-3,12397,555007,555006,555008,2020-11-05 13:44:04.224550
280000,123000,25,8,-86,-12.3,15,-91,-15.3,10,-106,-18.3,7,12397,555007,555006,555008,2020-11-05 13:44:04.294550
280000,121000,25,10,-91,-13.8,0,-96,-16.8,-5,-111,-19.8,-8,12397,555007,555006,555008,2020-11-05 13:44:04.364550
230000,108722,20,10,-91,-13.7,1,-96,-16.7,-4,-111,-19.7,-7,12397,555007,555006,555008,2020-11-05 13:44:04.404550
110000,108722,20,5,-84,-11.5,11,-89,-14.5,6,-104,-17.5,3,12397,555007,555006,555008,2020-11-05 13:44:04.414550
110000,108722,20,6,-87,-12.1,16,-92,-15.1,11,-107,-18.1,8,12397,555007,555006,555008,2020-11-05 13:44:04.424550
280000,122000,25,10,-81,-12.0,18,-86,-15.0,13,-101,-18.0,10,12397,555007,555006,555008,2020-11-05 13:44:04.494550
280000,123000,25,10,-83,-12.3,15,-88,-15.3,10,-103,-18.3,7,12397,555007,555006,555008,2020-11-05 13:44:04.554550
290000,123000,25,10,-89,-13.3,5,-94,-16.3,0,-109,-19.3,-3,12397,555007,555006,555008,2020-11-05 13:44:04.614550
290000,123000,25,10,-81,-12.2,16,-86,-15.2,11,-101,-18.2,8,12397,555007,555006,555008,2020-11-05 13:44:04.634550
280000,123000,25,10,-90,-13.1,7,-95,-16.1,2,-110,-19.1,-1,12397,555007,555006,555008,2020-11-05 13:44:04.654550
230000,108722,20,3,-91,-16.1,16,-96,-19.1,11,-111,-22.1,8,12397,555007,555006,555008,2020-11-05 13:44:04.674550
150000,108722,20,6,-87,-12.1,14,-92,-15.1,9,-107,-18.1,6,12397,555007,555006,555008,2020-11-05 13:44:04.684550
290000,123000,25,10,-89,-13.6,2,-94,-16.6,-3,-109,-19.6,-6,12397,555007,555006,555008,2020-11-05 13:44:04.694550
100000,108722,20,5,-86,-11.9,16,-91,-14.9,11,-106,-17.9,8,12397,555007,555006,555008,2020-11-05 13:44:04.804550
110000,98722,20,4,-82,-11.1,16,-87,-14.1,11,-102,-17.1,8,12397,555007,555006,555008,2020-11-05 13:44:04.874550
110000,108722,20,6,-90,-12.7,14,-95,-15.7,9,-110,-18.7,6,12397,555007,555006,555008,2020-11-05 13:44:04.884550
300000,123000,25,10,-90,-13.5,3,-95,-16.5,-2,-110,-19.5,-5,12397,555007,555006,555008,2020-11-05 13:44:04.894550
280000,123000,25,10,-90,-13.4,4,-95,-16.4,-1,-110,-19.4,-4,12397,555007,555006,555008,2020-11-05 13:44:04.944550
280000,121000,25,10,-91,-13.6,2,-96,-16.6,-3,-111,-19.6,-6,12397,555007,555006,555008,2020-11-05 13:44:04.974550
150000,108722,20,5,-89,-13.7,1,-94,-16.7,-4,-109,-19.7,-7,12397,555007,555006,555008,2020-11-05 13:44:04.984550
290000,123000,25,10,-87,-12.2,16,-92,-15.2,11,-107,-18.2,8,12397,555007,555006,555008,2020-11-05 13:44:05.044550
110000,68722,20,5,-84,-11.5,16,-89,-14.5,11,-104,-17.5,8,12397,555007,555006,555008,2020-11-05 13:44:05.064550
150000,108722,20,6,-81,-10.9,14,-86,-13.9,9,-101,-16.9,6,12397,555007,555006,555008,2020-11-05 13:44:05.104550
290000,123000,25,10,-87,-12.8,10,-92,-15.8,5,-107,-18.8,2,12397,555007,555006,555008,2020-11-05 13:44:05.124550
230000,98722,20,6,-90,-12.7,16,-95,-15.7,11,-110,-18.7,8,12397,555007,555006,555008,2020-11-05 13:44:05.214550
280000,121000,25,10,-93,-12.9,9,-98,-15.9,4,-113,-18.9,1,12397,555007,555006,555008,2020-11-05 13:44:05.234550
280000,122000,25,10,-85,-12.6,12,-90,-15.6,7,-105,-18.6,4,12397,555007,555006,555008,2020-11-05 13:44:05.284550
100000,98722,20,7,-87,-12.1,16,-92,-15.1,11,-107,-18.1,8,12397,555007,555006,555008,2020-11-05 13:44:05.294550
110000,108722,20,6,-84,-11.5,16,-89,-14.5,11,-104,-17.5,8,12397,555007,555006,555008,2020-11-05 13:44:05.374550
110000,108722,20,2,-81,-10.9,11,-86,-13.9,6,-101,-16.9,3,12397,555007,555006,555008,2020-11-05 13:44:05.384550
110000,108722,20,6,-82,-11.1,16,-87,-14.1,11,-102,-17.1,8,12397,555007,555006,555008,2020-11-05 13:44:05.454550
280000,123000,25,10,-89,-13.1,7,-94,-16.1,2,-109,-19.1,-1,12397,555007,555006,555008,2020-11-05 13:44:05.574550
280000,123000,25,10,-89,-13.8,0,-94,-16.8,-5,-109,-19.8,-8,12397,555007,555006,555008,2020-11-05 13:44:05.624550
230000,108722,20,4,-89,-15.7,12,-94,-18.7,7,-109,-21.7,4,12397,555007,555006,555008,2020-11-05 13:44:05.634550
280000,123000,25,10,-83,-12.3,15,-88,-15.3,10,-103,-18.3,7,12397,555007,555006,555008,2020-11-05 13:44:05.664550
100000,108722,20,7,-83,-11.3,12,-88,-14.3,7,-103,-17.3,4,12397,555007,555006,555008,2020-11-05 13:44:05.704550
280000,122000,25,8,-87,-12.6,12,-92,-15.6,7,-107,-18.6,4,12397,555007,555006,555008,2020-11-05 13:44:05.734550
100000,88722,20,2,-84,-11.5,16,-89,-14.5,11,-104,-17.5,8,12397,555007,555006,555008,2020-11-05 13:44:05.754550
150000,88722,20,2,-88,-12.3,16,-93,-15.3,11,-108,-18.3,8,12397,555007,555006,555008,2020-11-05 13:44:05.844550
150000,88722,20,2,-87,-12.1,16,-92,-15.1,11,-107,-18.1,8,12397,555007,555006,555008,2020-11-05 13:44:05.854550
280000,123000,25,10,-84,-12.8,10,-89,-15.8,5,-104,-18.8,2,12397,555007,555006,555008,2020-11-05 13:44:05.934550
300000,123000,25,10,-81,-12.3,15,-86,-15.3,10,-101,-18.3,7,12397,555007,555006,555008,2020-11-05 13:44:05.944550
110000,108722,20,4,-84,-11.5,11,-89,-14.5,6,-104,-17.5,3,12397,555007,555006,555008,2020-11-05 13:44:05.954550
280000,121000,25,10,-93,-13.7,1,-98,-16.7,-4,-113,-19.7,-7,12397,555007,555006,555008,2020-11-05 13:44:05.964550
