UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
150000,88722,20,2,-89,-15.7,16,-94,-18.7,11,-109,-21.7,8,12399,555007,555006,555008,2020-10-15 20:28:51.763618,Good Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12399,555007,555006,555008,2020-10-15 20:28:51.803618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12399,555007,555006,555008,2020-10-15 20:28:51.823618,Excellent Signal
290000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12399,555007,555006,555008,2020-10-15 20:28:51.843618,Excellent Signal
110000,98722,20,5,-89,-15.7,16,-94,-18.7,11,-109,-21.7,8,12399,555007,555006,555008,2020-10-15 20:28:51.903618,Good Signal
110000,108722,20,6,-89,-15.7,14,-94,-18.7,9,-109,-21.7,6,12399,555007,555006,555008,2020-10-15 20:28:51.923618,Good Signal
280000,123000,25,10,-89,-13.3,5,-94,-16.3,0,-109,-19.3,-3,12399,555007,555006,555008,2020-10-15 20:28:52.003618,Good Signal
280000,123000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12399,555007,555006,555008,2020-10-15 20:28:52.033618,Excellent Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12399,555007,555006,555008,2020-10-15 20:28:52.043618,Excellent Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12399,555007,555006,555008,2020-10-15 20:28:52.163618,Excellent Signal
290000,123000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12399,555007,555006,555008,2020-10-15 20:28:52.183618,Excellent Signal
280000,123000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12399,555007,555006,555008,2020-10-15 20:28:52.223618,Excellent Signal
290000,121000,25,10,-91,-13.2,6,-96,-16.2,1,-111,-19.2,-2,12399,555007,555006,555008,2020-10-15 20:28:52.283618,Good Signal
280000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12399,555007,555006,555008,2020-10-15 20:28:52.313618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12399,555007,555006,555008,2020-10-15 20:28:52.323618,Excellent Signal
1000,200,9,3,-129,-21.9,-3,-134,-24.9,-8,-149,-27.9,-11,12399,555007,555006,555008,2020-10-15 20:28:52.333618,Poor Signal
