UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
9000,6722,14,6,-123,-21.1,-2,-128,-24.1,-7,-143,-27.1,-10,12438,555011,555010,555012,2020-11-05 13:44:03.664550
7000,6722,9,4,-120,-23.3,-21,-125,-26.3,-26,-140,-29.3,-29,12438,555011,555010,555012,2020-11-05 13:44:04.174550
9000,5000,14,6,-117,-22.9,2,-122,-25.9,-3,-137,-28.9,-5,12438,555011,555010,555012,2020-11-05 13:44:04.204550
5000,2000,10,4,-118,-21.5,2,-123,-24.5,-3,-138,-27.5,-6,12438,555011,555010,555012,2020-11-05 13:44:04.264550
3000,2,9,3,-123,-23.1,-13,-128,-26.1,-18,-143,-29.1,-21,12438,555011,555010,555012,2020-11-05 13:44:04.484550
8000,6722,9,3,-120,-23.1,1,-125,-26.1,-4,-140,-29.1,0,12438,555011,555010,555012,2020-11-05 13:44:04.654550
5000,2,10,4,-123,-24.3,0,-128,-27.3,-4,-143,-30.3,-7,12438,555011,555010,555012,2020-11-05 13:44:04.734550
9000,6000,14,6,-119,-20.9,-4,-124,-23.9,-9,-139,-26.9,-12,12438,555011,555010,555012,2020-11-05 13:44:05.314550
10000,6722,16,6,-117,-20.7,0,-122,-23.7,-5,-137,-26.7,-6,12438,555011,555010,555012,2020-11-05 13:44:05.774550
10000,6000,14,6,-115,-22.7,-5,-120,-25.7,-9,-135,-28.7,-15,12438,555011,555010,555012,2020-11-05 13:44:05.784550
1000,1000,9,4,-125,-21.5,-7,-130,-24.5,-12,-145,-27.5,-15,12438,555011,555010,555012,2020-11-05 13:44:06.644550
8000,4000,10,4,-116,-24.5,-15,-121,-27.5,-20,-136,-30.5,-23,12438,555011,555010,555012,2020-11-05 13:44:06.744550
1000,1000,9,3,-129,-22.1,-5,-134,-25.1,-6,-149,-28.1,0,12438,555011,555010,555012,2020-11-05 13:44:07.104550
4000,3000,10,4,-121,-23.1,-20,-126,-26.1,-25,-141,-29.1,-28,12438,555011,555010,555012,2020-11-05 13:44:07.204550
90000,38722,18,7,-114,-21.9,-4,-119,-24.9,-12,-134,-27.9,-13,12438,555011,555010,555012,2020-11-05 13:44:07.604550
8000,6000,10,3,-121,-21.5,1,-126,-24.5,-6,-141,-27.5,0,12438,555011,555010,555012,2020-11-05 13:44:07.904550
100,20,9,4,-123,-24.1,0,-128,-27.1,-1,-143,-30.1,-8,12438,555011,555010,555012,2020-11-05 13:44:07.924550
3000,3000,10,3,-123,-24.1,1,-128,-27.1,-2,-143,-30.1,-8,12438,555011,555010,555012,2020-11-05 13:44:07.954550
9000,4000,14,6,-124,-20.9,-1,-129,-23.9,-6,-144,-26.9,-9,12438,555011,555010,555012,2020-11-05 13:44:08.044550
8000,6722,10,4,-121,-21.7,-8,-126,-24.7,-13,-141,-27.7,-16,12438,555011,555010,555012,2020-11-05 13:44:08.094550
100,2000,10,3,-123,-23.1,1,-128,-26.1,-2,-143,-29.1,0,12438,555011,555010,555012,2020-11-05 13:44:08.434550
10,2,10,3,-125,-23.1,-19,-130,-26.1,-24,-145,-29.1,-27,12438,555011,555010,555012,2020-11-05 13:44:08.624550
9000,5000,14,6,-124,-22.7,-1,-129,-25.7,-6,-144,-28.7,-9,12438,555011,555010,555012,2020-11-05 13:44:09.274550
5000,500,10,4,-115,-24.5,-17,-120,-27.5,-22,-135,-30.5,-25,12438,555011,555010,555012,2020-11-05 13:44:09.564550
7000,4000,9,3,-124,-24.5,-17,-129,-27.5,-22,-144,-30.5,-25,12438,555011,555010,555012,2020-11-05 13:44:09.634550
4000,500,10,4,-125,-24.3,-19,-130,-27.3,-24,-145,-30.3,-27,12438,555011,555010,555012,2020-11-05 13:44:10.004550
9000,6000,14,6,-123,-20.9,-4,-128,-23.9,-9,-143,-26.9,-12,12438,555011,555010,555012,2020-11-05 13:44:10.034550
10000,5000,14,6,-118,-21.1,-3,-123,-24.1,-8,-138,-27.1,-11,12438,555011,555010,555012,2020-11-05 13:44:10.444550
10000,6000,14,6,-120,-22.3,2,-125,-25.3,3,-140,-28.3,2,12438,555011,555010,555012,2020-11-05 13:44:10.694550
10000,4000,14,6,-124,-22.9,-13,-129,-25.9,-18,-144,-28.9,-21,12438,555011,555010,555012,2020-11-05 13:44:10.764550
4000,1000,10,3,-128,-22.5,-3,-133,-25.5,-5,-148,-28.5,1,12438,555011,555010,555012,2020-11-05 13:44:11.524550
4000,2000,9,4,-120,-24.7,1,-125,-27.7,-4,-140,-30.7,-7,12438,555011,555010,555012,2020-11-05 13:44:11.624550
1000,500,10,4,-125,-24.3,2,-130,-27.3,-3,-145,-30.3,-7,12438,555011,555010,555012,2020-11-05 13:44:11.764550
10000,5000,14,6,-116,-21.1,4,-121,-24.1,2,-136,-27.1,-4,12438,555011,555010,555012,2020-11-05 13:44:12.214550
8000,4000,10,3,-116,-24.7,-12,-121,-27.7,-17,-136,-30.7,-20,12438,555011,555010,555012,2020-11-05 13:44:12.404550
3000,2,10,3,-123,-24.7,-12,-128,-27.7,-17,-143,-30.7,-20,12438,555011,555010,555012,2020-11-05 13:44:12.554550
7000,5000,10,4,-120,-21.5,1,-125,-24.5,-7,-140,-27.5,0,12438,555011,555010,555012,2020-11-05 13:44:12.724550
7000,6722,10,4,-118,-23.7,1,-123,-26.7,-5,-138,-29.7,-5,12438,555011,555010,555012,2020-11-05 13:44:13.594550
1000,500,10,4,-125,-24.3,-12,-130,-27.3,-17,-145,-30.3,-20,12438,555011,555010,555012,2020-11-05 13:44:13.654550
3000,3000,10,3,-121,-24.5,-17,-126,-27.5,-22,-141,-30.5,-25,12438,555011,555010,555012,2020-11-05 13:44:13.924550
1000,2000,10,3,-125,-23.5,-21,-130,-26.5,-26,-145,-29.5,-29,12438,555011,555010,555012,2020-11-05 13:44:14.164550
9000,4000,14,6,-116,-22.9,2,-121,-25.9,-3,-136,-28.9,-6,12438,555011,555010,555012,2020-11-05 13:44:14.504550
1000,2000,9,3,-125,-23.3,-13,-130,-26.3,-18,-145,-29.3,-21,12438,555011,555010,555012,2020-11-05 13:44:14.854550
9000,5000,14,6,-117,-20.7,2,-122,-23.7,-3,-137,-26.7,-7,12438,555011,555010,555012,2020-11-05 13:44:15.024550
100,1000,9,4,-127,-22.5,-2,-132,-25.5,-3,-147,-28.5,0,12438,555011,555010,555012,2020-11-05 13:44:15.034550
5000,3000,10,3,-122,-24.5,-19,-127,-27.5,-24,-142,-30.5,-27,12438,555011,555010,555012,2020-11-05 13:44:15.314550
9000,4000,14,6,-124,-22.7,-3,-129,-25.7,-8,-144,-28.7,-11,12438,555011,555010,555012,2020-11-05 13:44:15.794550
9000,5000,14,6,-120,-21.1,-4,-125,-24.1,-9,-140,-27.1,-12,12438,555011,555010,555012,2020-11-05 13:44:15.814550
10000,5000,14,6,-119,-20.7,1,-124,-23.7,-4,-139,-26.7,-9,12438,555011,555010,555012,2020-11-05 13:44:15.834550
8000,6000,10,4,-118,-21.5,-1,-123,-24.5,-5,-138,-27.5,-9,12438,555011,555010,555012,2020-11-05 13:44:16.294550
9000,6000,14,6,-120,-21.7,4,-125,-24.7,2,-140,-27.7,0,12438,555011,555010,555012,2020-11-05 13:44:16.624550
5000,20,10,3,-122,-23.1,-17,-127,-26.1,-22,-142,-29.1,-25,12438,555011,555010,555012,2020-11-05 13:44:17.014550
8000,6000,10,4,-120,-24.1,-19,-125,-27.1,-24,-140,-30.1,-27,12438,555011,555010,555012,2020-11-05 13:44:17.614550
10000,6000,16,6,-115,-21.7,0,-120,-24.7,-4,-135,-27.7,-8,12438,555011,555010,555012,2020-11-05 13:44:17.624550
1000,3000,9,4,-126,-22.3,-4,-131,-25.3,-11,-146,-28.3,1,12438,555011,555010,555012,2020-11-05 13:44:18.094550
3000,200,10,3,-124,-24.3,-21,-129,-27.3,-26,-144,-30.3,-29,12438,555011,555010,555012,2020-11-05 13:44:18.494550
9000,6722,14,6,-115,-22.5,2,-120,-25.5,2,-135,-28.5,-6,12438,555011,555010,555012,2020-11-05 13:44:18.584550
9000,6000,14,6,-117,-22.9,-12,-122,-25.9,-17,-137,-28.9,-20,12438,555011,555010,555012,2020-11-05 13:44:18.644550
8000,6722,9,4,-118,-23.1,1,-123,-26.1,-4,-138,-29.1,-8,12438,555011,555010,555012,2020-11-05 13:44:19.004550
7000,6000,14,6,-121,-23.7,-13,-126,-26.7,-18,-141,-29.7,-21,12438,555011,555010,555012,2020-11-05 13:44:19.174550
3000,2000,10,4,-120,-21.3,2,-125,-24.3,3,-140,-27.3,1,12438,555011,555010,555012,2020-11-05 13:44:19.204550
10000,5000,15,6,-116,-20.9,-7,-121,-23.9,-10,-136,-26.9,-13,12438,555011,555010,555012,2020-11-05 13:44:19.274550
8000,6722,10,4,-117,-23.9,-17,-122,-26.9,-22,-137,-29.9,-25,12438,555011,555010,555012,2020-11-05 13:44:19.924550
8000,4000,14,6,-122,-21.5,2,-127,-24.5,-2,-142,-27.5,1,12438,555011,555010,555012,2020-11-05 13:44:20.064550
5000,1000,9,4,-120,-23.5,-18,-125,-26.5,-23,-140,-29.5,-26,12438,555011,555010,555012,2020-11-05 13:44:20.504550
8000,4000,10,3,-124,-21.7,-3,-129,-24.7,-8,-144,-27.7,-11,12438,555011,555010,555012,2020-11-05 13:44:21.094550
100000,6722,20,4,-90,-12.5,7,-95,-15.5,2,-110,-18.5,-1,12438,555011,555010,555012,2020-11-05 13:44:21.184550
100000,6722,20,2,-90,-12.1,2,-95,-15.1,-3,-110,-18.1,-6,12438,555011,555010,555012,2020-11-05 13:44:21.734550
