UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
1000,3000,10,3,-121,-23.5,-16,-126,-26.5,-21,-141,-29.5,-24,12439,555011,555010,555012,2020-11-05 13:44:04.194550
4000,200,9,3,-125,-21.3,-5,-130,-24.3,-10,-145,-27.3,-13,12439,555011,555010,555012,2020-11-05 13:44:04.694550
8000,5000,10,4,-118,-21.5,-11,-123,-24.5,-16,-138,-27.5,-19,12439,555011,555010,555012,2020-11-05 13:44:04.794550
1000,20,9,4,-129,-22.7,-8,-134,-25.7,-13,-149,-28.7,-16,12439,555011,555010,555012,2020-11-05 13:44:04.914550
9000,5000,14,6,-118,-20.9,2,-123,-23.9,-3,-138,-26.9,-7,12439,555011,555010,555012,2020-11-05 13:44:05.314550
4000,1000,10,3,-128,-22.3,-2,-133,-25.3,-7,-148,-28.3,-10,12439,555011,555010,555012,2020-11-05 13:44:05.764550
7000,6000,10,4,-115,-21.7,0,-120,-24.7,-5,-135,-27.7,-8,12439,555011,555010,555012,2020-11-05 13:44:06.114550
1000,2,10,3,-125,-23.5,-13,-130,-26.5,-18,-145,-29.5,-21,12439,555011,555010,555012,2020-11-05 13:44:06.654550
9000,6000,14,6,-115,-21.1,-2,-120,-24.1,-7,-135,-27.1,-10,12439,555011,555010,555012,2020-11-05 13:44:06.714550
5000,20,10,3,-130,-22.7,-4,-135,-25.7,-6,-150,-28.7,0,12439,555011,555010,555012,2020-11-05 13:44:07.224550
3000,3000,9,3,-129,-22.5,-10,-134,-25.5,-15,-149,-28.5,-18,12439,555011,555010,555012,2020-11-05 13:44:07.394550
9000,5000,14,6,-125,-22.9,-18,-130,-25.9,-23,-145,-28.9,-26,12439,555011,555010,555012,2020-11-05 13:44:07.654550
8000,6000,10,4,-122,-23.7,-17,-127,-26.7,-22,-142,-29.7,-25,12439,555011,555010,555012,2020-11-05 13:44:07.744550
10,2,10,3,-128,-22.5,-6,-133,-25.5,-5,-148,-28.5,2,12439,555011,555010,555012,2020-11-05 13:44:08.404550
5000,1000,9,3,-129,-22.5,-3,-134,-25.5,-4,-149,-28.5,1,12439,555011,555010,555012,2020-11-05 13:44:08.864550
10000,5000,14,6,-117,-22.9,-15,-122,-25.9,-20,-137,-28.9,-23,12439,555011,555010,555012,2020-11-05 13:44:09.334550
7000,6000,14,6,-115,-24.5,-20,-120,-27.5,-25,-135,-30.5,-28,12439,555011,555010,555012,2020-11-05 13:44:09.364550
10,500,10,3,-122,-21.5,-3,-127,-24.5,-8,-142,-27.5,-11,12439,555011,555010,555012,2020-11-05 13:44:10.214550
1000,3000,9,3,-118,-21.3,0,-123,-24.3,-4,-138,-27.3,-4,12439,555011,555010,555012,2020-11-05 13:44:10.444550
4000,2000,10,3,-119,-23.5,1,-124,-26.5,-7,-139,-29.5,-8,12439,555011,555010,555012,2020-11-05 13:44:11.594550
1000,1000,10,3,-128,-22.7,-4,-133,-25.7,-9,-148,-28.7,-12,12439,555011,555010,555012,2020-11-05 13:44:11.984550
