UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
300000,123000,25,10,-48,-3.4,24,-53,-6.4,19,-68,-9.4,16,12347,555002,555001,555003,2020-10-15 20:28:51.783618,Excellent Signal
300000,123000,25,10,-44,-3.0,24,-49,-6.0,19,-64,-9.0,16,12347,555002,555001,555003,2020-10-15 20:28:51.793618,Excellent Signal
280000,123000,25,10,-57,-4.3,23,-62,-7.3,18,-77,-10.3,15,12347,555002,555001,555003,2020-10-15 20:28:51.813618,Excellent Signal
100000,38722,18,7,-115,-22.7,-7,-120,-25.7,-8,-135,-28.7,-10,12347,555002,555001,555003,2020-10-15 20:28:51.823618,Poor Signal
280000,123000,25,10,-45,-3.1,25,-50,-6.1,20,-65,-9.1,17,12347,555002,555001,555003,2020-10-15 20:28:51.843618,Excellent Signal
7000,6000,10,4,-120,-24.3,-14,-125,-27.3,-19,-140,-30.3,-22,12347,555002,555001,555003,2020-10-15 20:28:51.913618,Poor Signal
4000,500,9,4,-128,-21.9,-10,-133,-24.9,-15,-148,-27.9,-18,12347,555002,555001,555003,2020-10-15 20:28:51.923618,Poor Signal
300000,125000,25,10,-44,-3.0,24,-49,-6.0,19,-64,-9.0,16,12347,555002,555001,555003,2020-10-15 20:28:51.983618,Excellent Signal
8000,6000,10,4,-120,-24.3,-15,-125,-27.3,-20,-140,-30.3,-23,12347,555002,555001,555003,2020-10-15 20:28:51.993618,Poor Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12347,555002,555001,555003,2020-10-15 20:28:52.033618,Excellent Signal
280000,122000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12347,555002,555001,555003,2020-10-15 20:28:52.043618,Excellent Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12347,555002,555001,555003,2020-10-15 20:28:52.063618,Excellent Signal
1000,200,9,3,-128,-22.3,-5,-133,-25.3,-6,-148,-28.3,1,12347,555002,555001,555003,2020-10-15 20:28:52.103618,Poor Signal
100000,108722,20,3,-90,-15.9,14,-95,-18.9,9,-110,-21.9,6,12347,555002,555001,555003,2020-10-15 20:28:52.163618,Good Signal
280000,123000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12347,555002,555001,555003,2020-10-15 20:28:52.173618,Excellent Signal
280000,123000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12347,555002,555001,555003,2020-10-15 20:28:52.193618,Excellent Signal
280000,123000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12347,555002,555001,555003,2020-10-15 20:28:52.253618,Excellent Signal
150000,108722,20,5,-89,-13.3,5,-94,-16.3,0,-109,-19.3,-3,12347,555002,555001,555003,2020-10-15 20:28:52.273618,Good Signal
300000,125000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12347,555002,555001,555003,2020-10-15 20:28:52.283618,Excellent Signal
280000,121000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12347,555002,555001,555003,2020-10-15 20:28:52.293618,Excellent Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12347,555002,555001,555003,2020-10-15 20:28:52.323618,Excellent Signal
300000,123000,25,10,-47,-3.3,25,-52,-6.3,20,-67,-9.3,17,12347,555002,555001,555003,2020-10-15 20:28:52.373618,Excellent Signal
290000,121000,25,10,-91,-13.4,4,-96,-16.4,-1,-111,-19.4,-4,12347,555002,555001,555003,2020-10-15 20:28:52.403618,Good Signal
280000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12347,555002,555001,555003,2020-10-15 20:28:52.443618,Excellent Signal
280000,123000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12347,555002,555001,555003,2020-10-15 20:28:52.453618,Excellent Signal
290000,123000,25,10,-44,-3.0,24,-49,-6.0,19,-64,-9.0,16,12347,555002,555001,555003,2020-10-15 20:28:52.483618,Excellent Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12347,555002,555001,555003,2020-10-15 20:28:52.523618,Excellent Signal
5000,2000,10,4,-116,-23.1,-12,-121,-26.1,-17,-136,-29.1,-20,12347,555002,555001,555003,2020-10-15 20:28:52.563618,Poor Signal
300000,125000,25,10,-48,-3.4,25,-53,-6.4,20,-68,-9.4,17,12347,555002,555001,555003,2020-10-15 20:28:52.603618,Excellent Signal
300000,125000,25,10,-46,-3.2,24,-51,-6.2,19,-66,-9.2,16,12347,555002,555001,555003,2020-10-15 20:28:52.643618,Excellent Signal
4000,1000,9,3,-123,-23.5,-21,-128,-26.5,-26,-143,-29.5,-29,12347,555002,555001,555003,2020-10-15 20:28:52.683618,Poor Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12347,555002,555001,555003,2020-10-15 20:28:52.713618,Excellent Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12347,555002,555001,555003,2020-10-15 20:28:52.773618,Excellent Signal
290000,123000,25,10,-89,-13.5,3,-94,-16.5,-2,-109,-19.5,-5,12347,555002,555001,555003,2020-10-15 20:28:52.813618,Good Signal
110000,108722,20,6,-90,-15.9,15,-95,-18.9,10,-110,-21.9,7,12347,555002,555001,555003,2020-10-15 20:28:52.883618,Good Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12347,555002,555001,555003,2020-10-15 20:28:53.053618,Excellent Signal
280000,122000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12347,555002,555001,555003,2020-10-15 20:28:53.083618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12347,555002,555001,555003,2020-10-15 20:28:53.113618,Excellent Signal
280000,123000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12347,555002,555001,555003,2020-10-15 20:28:53.183618,Excellent Signal
280000,123000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12347,555002,555001,555003,2020-10-15 20:28:53.203618,Excellent Signal
8000,5000,10,4,-120,-21.5,-4,-125,-24.5,-9,-140,-27.5,-12,12347,555002,555001,555003,2020-10-15 20:28:53.243618,Poor Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12347,555002,555001,555003,2020-10-15 20:28:53.253618,Excellent Signal
280000,123000,25,10,-89,-13.4,4,-94,-16.4,-1,-109,-19.4,-4,12347,555002,555001,555003,2020-10-15 20:28:53.293618,Good Signal
