UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
300000,123000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12416,555009,555008,555010,2020-10-15 20:28:51.773618,Excellent Signal
150000,68722,20,2,-89,-15.7,14,-94,-18.7,9,-109,-21.7,6,12416,555009,555008,555010,2020-10-15 20:28:51.833618,Good Signal
280000,122000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12416,555009,555008,555010,2020-10-15 20:28:51.863618,Excellent Signal
300000,123000,25,10,-47,-3.3,24,-52,-6.3,19,-67,-9.3,16,12416,555009,555008,555010,2020-10-15 20:28:51.893618,Excellent Signal
280000,121000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12416,555009,555008,555010,2020-10-15 20:28:51.913618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:51.923618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12416,555009,555008,555010,2020-10-15 20:28:51.983618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:51.993618,Excellent Signal
300000,123000,25,10,-48,-3.4,25,-53,-6.4,20,-68,-9.4,17,12416,555009,555008,555010,2020-10-15 20:28:52.003618,Excellent Signal
280000,121000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12416,555009,555008,555010,2020-10-15 20:28:52.043618,Excellent Signal
100000,108722,20,4,-89,-15.7,14,-94,-18.7,9,-109,-21.7,6,12416,555009,555008,555010,2020-10-15 20:28:52.073618,Good Signal
10000,6722,16,6,-118,-22.3,-6,-123,-25.3,-8,-138,-28.3,-14,12416,555009,555008,555010,2020-10-15 20:28:52.143618,Poor Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12416,555009,555008,555010,2020-10-15 20:28:52.173618,Excellent Signal
280000,121000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12416,555009,555008,555010,2020-10-15 20:28:52.213618,Excellent Signal
280000,121000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:52.233618,Excellent Signal
110000,108722,20,6,-91,-13.1,7,-96,-16.1,2,-111,-19.1,-1,12416,555009,555008,555010,2020-10-15 20:28:52.243618,Good Signal
290000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:52.263618,Excellent Signal
280000,122000,25,10,-45,-3.1,24,-50,-6.1,19,-65,-9.1,16,12416,555009,555008,555010,2020-10-15 20:28:52.383618,Excellent Signal
280000,123000,25,10,-90,-13.1,7,-95,-16.1,2,-110,-19.1,-1,12416,555009,555008,555010,2020-10-15 20:28:52.403618,Good Signal
300000,123000,25,10,-47,-3.3,25,-52,-6.3,20,-67,-9.3,17,12416,555009,555008,555010,2020-10-15 20:28:52.473618,Excellent Signal
280000,123000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12416,555009,555008,555010,2020-10-15 20:28:52.483618,Excellent Signal
280000,121000,25,10,-57,-4.3,23,-62,-7.3,18,-77,-10.3,15,12416,555009,555008,555010,2020-10-15 20:28:52.493618,Excellent Signal
4000,200,9,3,-129,-22.3,-5,-134,-25.3,-5,-149,-28.3,2,12416,555009,555008,555010,2020-10-15 20:28:52.553618,Poor Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12416,555009,555008,555010,2020-10-15 20:28:52.563618,Excellent Signal
280000,123000,25,10,-89,-13.2,6,-94,-16.2,1,-109,-19.2,-2,12416,555009,555008,555010,2020-10-15 20:28:52.613618,Good Signal
300000,125000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12416,555009,555008,555010,2020-10-15 20:28:52.623618,Excellent Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:52.683618,Excellent Signal
150000,88722,20,3,-90,-15.9,14,-95,-18.9,9,-110,-21.9,6,12416,555009,555008,555010,2020-10-15 20:28:52.713618,Good Signal
280000,123000,25,10,-89,-13.4,4,-94,-16.4,-1,-109,-19.4,-4,12416,555009,555008,555010,2020-10-15 20:28:52.723618,Good Signal
290000,123000,25,10,-47,-3.3,25,-52,-6.3,20,-67,-9.3,17,12416,555009,555008,555010,2020-10-15 20:28:52.783618,Excellent Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:52.853618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12416,555009,555008,555010,2020-10-15 20:28:52.933618,Excellent Signal
300000,123000,25,10,-47,-3.3,25,-52,-6.3,20,-67,-9.3,17,12416,555009,555008,555010,2020-10-15 20:28:52.953618,Excellent Signal
150000,98722,20,5,-91,-13.3,5,-96,-16.3,0,-111,-19.3,-3,12416,555009,555008,555010,2020-10-15 20:28:52.963618,Good Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:52.973618,Excellent Signal
300000,123000,25,10,-47,-3.3,25,-52,-6.3,20,-67,-9.3,17,12416,555009,555008,555010,2020-10-15 20:28:53.083618,Excellent Signal
150000,98722,20,6,-90,-15.9,14,-95,-18.9,9,-110,-21.9,6,12416,555009,555008,555010,2020-10-15 20:28:53.123618,Good Signal
280000,121000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12416,555009,555008,555010,2020-10-15 20:28:53.143618,Excellent Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12416,555009,555008,555010,2020-10-15 20:28:53.193618,Excellent Signal
280000,121000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12416,555009,555008,555010,2020-10-15 20:28:53.203618,Excellent Signal
