UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
280000,123000,25,10,-57,-4.3,23,-62,-7.3,18,-77,-10.3,15,12400,555007,555006,555008,2020-10-15 20:28:51.773618,Excellent Signal
110000,98722,20,3,-90,-15.9,15,-95,-18.9,10,-110,-21.9,7,12400,555007,555006,555008,2020-10-15 20:28:51.803618,Good Signal
280000,123000,25,10,-45,-3.1,25,-50,-6.1,20,-65,-9.1,17,12400,555007,555006,555008,2020-10-15 20:28:51.813618,Excellent Signal
280000,123000,25,10,-45,-3.1,25,-50,-6.1,20,-65,-9.1,17,12400,555007,555006,555008,2020-10-15 20:28:51.843618,Excellent Signal
280000,121000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12400,555007,555006,555008,2020-10-15 20:28:51.903618,Excellent Signal
300000,123000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12400,555007,555006,555008,2020-10-15 20:28:51.983618,Excellent Signal
300000,125000,25,10,-49,-3.5,23,-54,-6.5,18,-69,-9.5,15,12400,555007,555006,555008,2020-10-15 20:28:52.013618,Excellent Signal
280000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12400,555007,555006,555008,2020-10-15 20:28:52.023618,Excellent Signal
290000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12400,555007,555006,555008,2020-10-15 20:28:52.093618,Excellent Signal
4000,20,9,3,-127,-22.7,-9,-132,-25.7,-14,-147,-28.7,-17,12400,555007,555006,555008,2020-10-15 20:28:52.133618,Poor Signal
280000,121000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12400,555007,555006,555008,2020-10-15 20:28:52.183618,Excellent Signal
110000,108722,20,7,-89,-15.7,14,-94,-18.7,9,-109,-21.7,6,12400,555007,555006,555008,2020-10-15 20:28:52.193618,Good Signal
290000,121000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12400,555007,555006,555008,2020-10-15 20:28:52.233618,Excellent Signal
7000,6000,10,4,-116,-24.5,-14,-121,-27.5,-19,-136,-30.5,-22,12400,555007,555006,555008,2020-10-15 20:28:52.283618,Poor Signal
280000,122000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12400,555007,555006,555008,2020-10-15 20:28:52.303618,Excellent Signal
150000,108722,20,6,-90,-13.4,4,-95,-16.4,-1,-110,-19.4,-4,12400,555007,555006,555008,2020-10-15 20:28:52.393618,Good Signal
300000,125000,25,10,-44,-3.0,24,-49,-6.0,19,-64,-9.0,16,12400,555007,555006,555008,2020-10-15 20:28:52.413618,Excellent Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12400,555007,555006,555008,2020-10-15 20:28:52.423618,Excellent Signal
100,1000,9,3,-121,-23.5,-12,-126,-26.5,-17,-141,-29.5,-20,12400,555007,555006,555008,2020-10-15 20:28:52.463618,Poor Signal
280000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12400,555007,555006,555008,2020-10-15 20:28:52.483618,Excellent Signal
270000,123000,25,10,-57,-4.3,23,-62,-7.3,18,-77,-10.3,15,12400,555007,555006,555008,2020-10-15 20:28:52.553618,Excellent Signal
290000,122000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12400,555007,555006,555008,2020-10-15 20:28:52.573618,Excellent Signal
5000,500,10,4,-129,-22.1,-5,-134,-25.1,-11,-149,-28.1,0,12400,555007,555006,555008,2020-10-15 20:28:52.583618,Poor Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12400,555007,555006,555008,2020-10-15 20:28:52.603618,Excellent Signal
280000,123000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12400,555007,555006,555008,2020-10-15 20:28:52.653618,Excellent Signal
280000,122000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12400,555007,555006,555008,2020-10-15 20:28:52.693618,Excellent Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12400,555007,555006,555008,2020-10-15 20:28:52.703618,Excellent Signal
110000,108722,20,5,-89,-13.5,3,-94,-16.5,-2,-109,-19.5,-5,12400,555007,555006,555008,2020-10-15 20:28:52.723618,Good Signal
280000,122000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12400,555007,555006,555008,2020-10-15 20:28:52.773618,Excellent Signal
280000,122000,25,10,-56,-4.2,23,-61,-7.2,18,-76,-10.2,15,12400,555007,555006,555008,2020-10-15 20:28:52.823618,Excellent Signal
10000,4000,16,6,-116,-22.7,-4,-121,-25.7,-4,-136,-28.7,-13,12400,555007,555006,555008,2020-10-15 20:28:52.853618,Poor Signal
300000,125000,25,10,-44,-3.0,24,-49,-6.0,19,-64,-9.0,16,12400,555007,555006,555008,2020-10-15 20:28:52.863618,Excellent Signal
150000,108722,20,6,-91,-13.3,5,-96,-16.3,0,-111,-19.3,-3,12400,555007,555006,555008,2020-10-15 20:28:52.883618,Good Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12400,555007,555006,555008,2020-10-15 20:28:53.033618,Excellent Signal
290000,123000,25,10,-46,-3.2,25,-51,-6.2,20,-66,-9.2,17,12400,555007,555006,555008,2020-10-15 20:28:53.043618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12400,555007,555006,555008,2020-10-15 20:28:53.073618,Excellent Signal
280000,122000,25,10,-51,-3.7,23,-56,-6.7,18,-71,-9.7,15,12400,555007,555006,555008,2020-10-15 20:28:53.103618,Excellent Signal
280000,123000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12400,555007,555006,555008,2020-10-15 20:28:53.143618,Excellent Signal
280000,123000,25,10,-89,-13.3,5,-94,-16.3,0,-109,-19.3,-3,12400,555007,555006,555008,2020-10-15 20:28:53.163618,Good Signal
