UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF
300000,123000,25,10,-86,-12.4,14,-91,-15.4,9,-106,-18.4,6,12381,555005,555004,555006,2020-11-05 13:44:03.094550
280000,123000,25,10,-82,-12.0,18,-87,-15.0,13,-102,-18.0,10,12381,555005,555004,555006,2020-11-05 13:44:03.104550
290000,121000,25,10,-92,-13.1,7,-97,-16.1,2,-112,-19.1,-1,12381,555005,555004,555006,2020-11-05 13:44:03.134550
300000,123000,25,10,-82,-12.1,17,-87,-15.1,12,-102,-18.1,9,12381,555005,555004,555006,2020-11-05 13:44:03.144550
110000,78722,20,5,-82,-11.1,14,-87,-14.1,9,-102,-17.1,6,12381,555005,555004,555006,2020-11-05 13:44:03.164550
110000,108722,20,4,-87,-12.1,11,-92,-15.1,6,-107,-18.1,3,12381,555005,555004,555006,2020-11-05 13:44:03.254550
290000,123000,25,10,-80,-12.5,13,-85,-15.5,8,-100,-18.5,5,12381,555005,555004,555006,2020-11-05 13:44:03.314550
280000,123000,25,8,-81,-12.2,16,-86,-15.2,11,-101,-18.2,8,12381,555005,555004,555006,2020-11-05 13:44:03.324550
150000,108722,20,3,-85,-11.7,16,-90,-14.7,11,-105,-17.7,8,12381,555005,555004,555006,2020-11-05 13:44:03.364550
110000,108722,20,4,-89,-13.3,5,-94,-16.3,0,-109,-19.3,-3,12381,555005,555004,555006,2020-11-05 13:44:03.374550
110000,108722,20,2,-89,-12.5,12,-94,-15.5,7,-109,-18.5,4,12381,555005,555004,555006,2020-11-05 13:44:03.384550
150000,108722,20,6,-87,-12.1,16,-92,-15.1,11,-107,-18.1,8,12381,555005,555004,555006,2020-11-05 13:44:03.404550
230000,108722,20,10,-91,-13.3,5,-96,-16.3,0,-111,-19.3,-3,12381,555005,555004,555006,2020-11-05 13:44:03.424550
150000,108722,20,2,-90,-12.7,16,-95,-15.7,11,-110,-18.7,8,12381,555005,555004,555006,2020-11-05 13:44:03.504550
280000,123000,25,10,-80,-12.4,14,-85,-15.4,9,-100,-18.4,6,12381,555005,555004,555006,2020-11-05 13:44:03.564550
