UEPDCPBytesDL,UEPDCPBytesUL,UEPRBUsageDL,UEPRBUsageUL,S_RSRP,S_RSRQ,S_SINR,N1_RSRP,N1_RSRQ,N1_SINR,N2_RSRP,N2_RSRQ,N2_SINR,UEID,ServingCellID,N1,N2,MeasTimestampRF,Category
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12433,555010,555009,555011,2020-10-15 20:28:51.763618,Excellent Signal
280000,123000,25,10,-52,-3.8,23,-57,-6.8,18,-72,-9.8,15,12433,555010,555009,555011,2020-10-15 20:28:51.773618,Excellent Signal
9000,6000,14,6,-117,-20.7,4,-122,-23.7,-2,-137,-26.7,-5,12433,555010,555009,555011,2020-10-15 20:28:51.813618,Average Signal
280000,123000,25,10,-58,-4.4,23,-63,-7.4,18,-78,-10.4,15,12433,555010,555009,555011,2020-10-15 20:28:51.823618,Excellent Signal
300000,125000,25,10,-47,-3.3,25,-52,-6.3,20,-67,-9.3,17,12433,555010,555009,555011,2020-10-15 20:28:51.873618,Excellent Signal
280000,123000,25,10,-90,-13.1,7,-95,-16.1,2,-110,-19.1,-1,12433,555010,555009,555011,2020-10-15 20:28:51.903618,Good Signal
1000,200,9,4,-129,-22.1,-3,-134,-25.1,-8,-149,-28.1,-11,12433,555010,555009,555011,2020-10-15 20:28:51.913618,Poor Signal
7000,6722,10,3,-120,-21.7,-3,-125,-24.7,-8,-140,-27.7,-11,12433,555010,555009,555011,2020-10-15 20:28:51.933618,Poor Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12433,555010,555009,555011,2020-10-15 20:28:51.963618,Excellent Signal
280000,123000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12433,555010,555009,555011,2020-10-15 20:28:51.993618,Excellent Signal
300000,123000,25,10,-46,-3.2,25,-51,-6.2,20,-66,-9.2,17,12433,555010,555009,555011,2020-10-15 20:28:52.083618,Excellent Signal
290000,123000,25,10,-46,-3.2,24,-51,-6.2,19,-66,-9.2,16,12433,555010,555009,555011,2020-10-15 20:28:52.103618,Excellent Signal
280000,121000,25,10,-91,-13.1,7,-96,-16.1,2,-111,-19.1,-1,12433,555010,555009,555011,2020-10-15 20:28:52.173618,Good Signal
280000,123000,25,10,-55,-4.1,23,-60,-7.1,18,-75,-10.1,15,12433,555010,555009,555011,2020-10-15 20:28:52.203618,Excellent Signal
280000,123000,25,10,-53,-3.9,23,-58,-6.9,18,-73,-9.9,15,12433,555010,555009,555011,2020-10-15 20:28:52.223618,Excellent Signal
300000,123000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12433,555010,555009,555011,2020-10-15 20:28:52.343618,Excellent Signal
300000,125000,25,10,-46,-3.2,25,-51,-6.2,20,-66,-9.2,17,12433,555010,555009,555011,2020-10-15 20:28:52.363618,Excellent Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12433,555010,555009,555011,2020-10-15 20:28:52.393618,Excellent Signal
280000,122000,25,10,-50,-3.6,23,-55,-6.6,18,-70,-9.6,15,12433,555010,555009,555011,2020-10-15 20:28:52.413618,Excellent Signal
300000,125000,25,10,-44,-3.0,25,-49,-6.0,20,-64,-9.0,17,12433,555010,555009,555011,2020-10-15 20:28:52.443618,Excellent Signal
280000,123000,25,10,-59,-4.5,23,-64,-7.5,18,-79,-10.5,15,12433,555010,555009,555011,2020-10-15 20:28:52.513618,Excellent Signal
280000,121000,25,10,-54,-4.0,23,-59,-7.0,18,-74,-10.0,15,12433,555010,555009,555011,2020-10-15 20:28:52.523618,Excellent Signal
300000,123000,25,10,-48,-3.4,25,-53,-6.4,20,-68,-9.4,17,12433,555010,555009,555011,2020-10-15 20:28:52.543618,Excellent Signal
